"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-14","GA 270","KNO","KNO - BTH (Domestic)","46","1","47","3.450.000"
"2","2017-02-14","GA 121","KNO","KNO - CGK (Domestic)","135","15","150","10.125.000"
"3","2017-02-14","GA 197","KNO","KNO - CGK (Domestic)","109","2","111","8.175.000"
"4","2017-02-14","GA 195","KNO","KNO - CGK (Domestic)","122","5","127","9.150.000"
"5","2017-02-14","GA 193","KNO","KNO - CGK (Domestic)","132","3","135","9.900.000"
"6","2017-02-14","GA 191","KNO","KNO - CGK (Domestic)","136","4","140","10.200.000"
"7","2017-02-14","GA 189","KNO","KNO - CGK (Domestic)","133","14","147","9.975.000"
"8","2017-02-14","GA 185","KNO","KNO - CGK (Domestic)","98","0","98","7.350.000"
"9","2017-02-14","GA 181","KNO","KNO - CGK (Domestic)","103","0","103","7.725.000"
"10","2017-02-14","GA 123","KNO","KNO - CGK (Domestic)","96","0","96","7.200.000"
"11","2017-02-14","GA 7134","KNO","KNO - FLZ (Domestic)","54","2","56","4.050.000"
"12","2017-02-14","GA 7118","KNO","KNO - GNS (Domestic)","53","5","58","3.975.000"
"13","2017-02-14","GA 7124","KNO","KNO - LSW (Domestic)","26","15","41","1.950.000"
"14","2017-02-14","GA 266","KNO","KNO - PLM (Domestic)","55","0","55","4.125.000"
"15","2017-02-14","GA 850","KNO","KNO - SIN (International)","29","1","30","5.800.000"
"Total"," "," "," "," ","1.327","67","1.394","103.150.000"
