"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-15,"GA 501","PNK-CGK","29 ",1,30
2017-04-15,"GA 503","PNK-CGK","34 ",0,34
2017-04-15,"GA 505","PNK-CGK","41 ",11,52
2017-04-15,"GA 507","PNK-CGK","77 ",7,84
2017-04-15,"GA 511","PNK-CGK","41 ",7,48
2017-04-15,"GA 513","PNK-CGK","51 ",14,65
2017-04-15,"GA 7532","PNK-KTG","39 ",4,43
2017-04-15,"GA 7528","PNK-KTG","14 ",3,17
2017-04-15,"GA 7536","PNK-KTG","49 ",6,55
2017-04-15,"GA 7523","PNK-PKY","12 ",0,12
2017-04-15,"GA 7524","PNK-PSU","48 ",7,55
2017-04-15,"GA 7534","PNK-SQG","10 ",13,23
