"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-21,"GA 137","PGK-CGK
(Domestic)","79 ",0,79
2017-04-21,"GA 139","PGK-CGK
(Domestic)","67 ",0,67
2017-04-21,"GA 7127","PGK-PLM
(Domestic)","43 ",0,43
2017-04-21,"GA 7126","PGK-TJQ
(Domestic)","32 ",4,36
