"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-02","GA 270","KNO","KNO - BTH (Domestic)","68","3","71","5.100.000"
"2","2017-02-02","GA 121","KNO","KNO - CGK (Domestic)","141","5","146","10.575.000"
"3","2017-02-02","GA 197","KNO","KNO - CGK (Domestic)","113","5","118","8.475.000"
"4","2017-02-02","GA 195","KNO","KNO - CGK (Domestic)","119","3","122","8.925.000"
"5","2017-02-02","GA 193","KNO","KNO - CGK (Domestic)","119","2","121","8.925.000"
"6","2017-02-02","GA 191","KNO","KNO - CGK (Domestic)","117","8","125","8.775.000"
"7","2017-02-02","GA 189","KNO","KNO - CGK (Domestic)","127","20","147","9.525.000"
"8","2017-02-02","GA 187","KNO","KNO - CGK (Domestic)","138","7","145","10.350.000"
"9","2017-02-02","GA 123","KNO","KNO - CGK (Domestic)","111","4","115","8.325.000"
"10","2017-02-02","GA 181","KNO","KNO - CGK (Domestic)","111","3","114","8.325.000"
"11","2017-02-02","GA 183","KNO","KNO - CGK (Domestic)","98","0","98","7.350.000"
"12","2017-02-02","GA 185","KNO","KNO - CGK (Domestic)","108","8","116","8.100.000"
"13","2017-02-02","GA 7136","KNO","KNO - DTB (Domestic)","18","15","33","1.350.000"
"14","2017-02-02","GA 7134","KNO","KNO - FLZ (Domestic)","63","4","67","4.725.000"
"15","2017-02-02","GA 7116","KNO","KNO - GNS (Domestic)","38","5","43","2.850.000"
"16","2017-02-02","GA 7124","KNO","KNO - LSW (Domestic)","29","37","66","2.175.000"
"17","2017-02-02","GA 266","KNO","KNO - PLM (Domestic)","72","2","74","5.400.000"
"18","2017-02-02","GA 850","KNO","KNO - SIN (International)","115","5","120","23.000.000"
"Total"," "," "," "," ","1.705","136","1.841","142.250.000"
