"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-10","GA 270","KNO","KNO - BTH (Domestic)","62","0","62","4.650.000"
"2","2017-03-10","GA 121","KNO","KNO - CGK (Domestic)","147","6","153","11.025.000"
"3","2017-03-10","GA 197","KNO","KNO - CGK (Domestic)","141","1","142","10.575.000"
"4","2017-03-10","GA 195","KNO","KNO - CGK (Domestic)","120","0","120","9.000.000"
"5","2017-03-10","GA 193","KNO","KNO - CGK (Domestic)","151","2","153","11.325.000"
"6","2017-03-10","GA 191","KNO","KNO - CGK (Domestic)","147","6","153","11.025.000"
"7","2017-03-10","GA 189","KNO","KNO - CGK (Domestic)","119","41","160","8.925.000"
"8","2017-03-10","GA 187","KNO","KNO - CGK (Domestic)","127","4","131","9.525.000"
"9","2017-03-10","GA 123","KNO","KNO - CGK (Domestic)","148","0","148","11.100.000"
"10","2017-03-10","GA 181","KNO","KNO - CGK (Domestic)","113","0","113","8.475.000"
"11","2017-03-10","GA 183","KNO","KNO - CGK (Domestic)","145","0","145","10.875.000"
"12","2017-03-10","GA 185","KNO","KNO - CGK (Domestic)","122","3","125","9.150.000"
"13","2017-03-10","GA 7136","KNO","KNO - DTB (Domestic)","39","3","42","2.925.000"
"14","2017-03-10","GA 7116","KNO","KNO - GNS (Domestic)","51","2","53","3.825.000"
"15","2017-03-10","GA 7118","KNO","KNO - GNS (Domestic)","37","26","63","2.775.000"
"16","2017-03-10","GA 7124","KNO","KNO - LSW (Domestic)","17","37","54","1.275.000"
"17","2017-03-10","GA 266","KNO","KNO - PLM (Domestic)","54","0","54","4.050.000"
"18","2017-03-10","GA 7112","KNO","KNO - SBG (Domestic)","21","2","23","1.575.000"
"Total"," "," "," "," ","1.761","133","1.894","132.075.000"
