"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-18,"GA 145","PKU-CGK
(Domestic)","74 ",2,76
2017-04-18,"GA 171","PKU-CGK
(Domestic)","95 ",2,97
2017-04-18,"GA 173","PKU-CGK
(Domestic)","102 ",0,102
2017-04-18,"GA 175","PKU-CGK
(Domestic)","118 ",2,120
2017-04-18,"GA 177","PKU-CGK
(Domestic)","84 ",0,84
2017-04-18,"GA 179","PKU-CGK
(Domestic)","112 ",0,112
2017-04-18,"GA 199","PKU-CGK
(Domestic)","115 ",1,116
