"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-09","GA 648","CGK3","CGK3 - ? (Domestic)","111","16","127","14.430.000"
"2","2017-03-09","GA 646","CGK3","CGK3 - AMQ (Domestic)","90","3","93","11.700.000"
"3","2017-03-09","GA 538","CGK3","CGK3 - BDJ (Domestic)","56","14","70","7.280.000"
"4","2017-03-09","GA 534","CGK3","CGK3 - BDJ (Domestic)","80","12","92","10.400.000"
"5","2017-03-09","GA 528","CGK3","CGK3 - BDJ (Domestic)","66","22","88","8.580.000"
"6","2017-03-09","GA 530","CGK3","CGK3 - BDJ (Domestic)","103","0","103","13.390.000"
"7","2017-03-09","GA 532","CGK3","CGK3 - BDJ (Domestic)","83","15","98","10.790.000"
"8","2017-03-09","GA 536","CGK3","CGK3 - BDJ (Domestic)","47","8","55","6.110.000"
"9","2017-03-09","GA 298","CGK3","CGK3 - BKS (Domestic)","126","35","161","16.380.000"
"10","2017-03-09","GA 296","CGK3","CGK3 - BKS (Domestic)","132","3","135","17.160.000"
"11","2017-03-09","GA 570","CGK3","CGK3 - BPN (Domestic)","91","17","108","11.830.000"
"12","2017-03-09","GA 560","CGK3","CGK3 - BPN (Domestic)","125","1","126","16.250.000"
"13","2017-03-09","GA 562","CGK3","CGK3 - BPN (Domestic)","132","0","132","17.160.000"
"14","2017-03-09","GA 564","CGK3","CGK3 - BPN (Domestic)","109","12","121","14.170.000"
"15","2017-03-09","GA 566","CGK3","CGK3 - BPN (Domestic)","47","20","67","6.110.000"
"16","2017-03-09","GA 568","CGK3","CGK3 - BPN (Domestic)","71","26","97","9.230.000"
"17","2017-03-09","GA 572","CGK3","CGK3 - BPN (Domestic)","104","5","109","13.520.000"
"18","2017-03-09","GA 576","CGK3","CGK3 - BPN (Domestic)","73","16","89","9.490.000"
"19","2017-03-09","GA 156","CGK3","CGK3 - BTH (Domestic)","91","19","110","11.830.000"
"20","2017-03-09","GA 158","CGK3","CGK3 - BTH (Domestic)","72","14","86","9.360.000"
"21","2017-03-09","GA 152","CGK3","CGK3 - BTH (Domestic)","141","19","160","18.330.000"
"22","2017-03-09","GA 150","CGK3","CGK3 - BTH (Domestic)","155","6","161","20.150.000"
"23","2017-03-09","GA 154","CGK3","CGK3 - BTH (Domestic)","99","31","130","12.870.000"
"24","2017-03-09","GA 146","CGK3","CGK3 - BTJ (Domestic)","51","28","79","6.630.000"
"25","2017-03-09","GA 140","CGK3","CGK3 - BTJ (Domestic)","89","0","89","11.570.000"
"26","2017-03-09","GA 142","CGK3","CGK3 - BTJ (Domestic)","89","38","127","11.570.000"
"27","2017-03-09","GA 126","CGK3","CGK3 - DJB (Domestic)","63","11","74","8.190.000"
"28","2017-03-09","GA 134","CGK3","CGK3 - DJB (Domestic)","75","33","108","9.750.000"
"29","2017-03-09","GA 128","CGK3","CGK3 - DJB (Domestic)","65","16","81","8.450.000"
"30","2017-03-09","GA 132","CGK3","CGK3 - DJB (Domestic)","109","13","122","14.170.000"
"31","2017-03-09","GA 130","CGK3","CGK3 - DJB (Domestic)","109","3","112","14.170.000"
"32","2017-03-09","GA 656","CGK3","CGK3 - DJJ (Domestic)","78","10","88","10.140.000"
"33","2017-03-09","GA 424","CGK3","CGK3 - DPS (Domestic)","110","5","115","60.000"
"34","2017-03-09","GA 652","CGK3","CGK3 - DPS (Domestic)","111","17","128","14.430.000"
"35","2017-03-09","GA 418","CGK3","CGK3 - DPS (Domestic)","181","2","183","420.000"
"36","2017-03-09","GA 414","CGK3","CGK3 - DPS (Domestic)","98","3","101","12.740.000"
"37","2017-03-09","GA 426","CGK3","CGK3 - DPS (Domestic)","152","15","167","19.760.000"
"38","2017-03-09","GA 422","CGK3","CGK3 - DPS (Domestic)","172","17","189","22.360.000"
"39","2017-03-09","GA 420","CGK3","CGK3 - DPS (Domestic)","63","3","66","8.190.000"
"40","2017-03-09","GA 410","CGK3","CGK3 - DPS (Domestic)","140","10","150","18.200.000"
"41","2017-03-09","GA 408","CGK3","CGK3 - DPS (Domestic)","125","3","128","16.250.000"
"42","2017-03-09","GA 404","CGK3","CGK3 - DPS (Domestic)","146","13","159","18.980.000"
"43","2017-03-09","GA 402","CGK3","CGK3 - DPS (Domestic)","245","1","246","31.850.000"
"44","2017-03-09","GA 400","CGK3","CGK3 - DPS (Domestic)","154","1","155","20.020.000"
"45","2017-03-09","GA 438","CGK3","CGK3 - DPS (Domestic)","159","0","159","20.670.000"
"46","2017-03-09","GA 262","CGK3","CGK3 - FLZ (Domestic)","86","3","89","11.180.000"
"47","2017-03-09","GA 212","CGK3","CGK3 - JOG (Domestic)","116","42","158","15.080.000"
"48","2017-03-09","GA 216","CGK3","CGK3 - JOG (Domestic)","145","9","154","18.850.000"
"49","2017-03-09","GA 214","CGK3","CGK3 - JOG (Domestic)","144","12","156","18.720.000"
"50","2017-03-09","GA 210","CGK3","CGK3 - JOG (Domestic)","112","23","135","14.560.000"
"51","2017-03-09","GA 208","CGK3","CGK3 - JOG (Domestic)","108","41","149","14.040.000"
"52","2017-03-09","GA 206","CGK3","CGK3 - JOG (Domestic)","144","8","152","18.720.000"
"53","2017-03-09","GA 204","CGK3","CGK3 - JOG (Domestic)","155","2","157","20.150.000"
"54","2017-03-09","GA 202","CGK3","CGK3 - JOG (Domestic)","152","4","156","19.760.000"
