"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-17","GA 270","KNO","KNO - BTH (Domestic)","62","1","63","4.650.000"
"2","2017-03-17","GA 121","KNO","KNO - CGK (Domestic)","138","19","157","10.350.000"
"3","2017-03-17","GA 197","KNO","KNO - CGK (Domestic)","141","0","141","10.575.000"
"4","2017-03-17","GA 195","KNO","KNO - CGK (Domestic)","156","0","156","11.700.000"
"5","2017-03-17","GA 193","KNO","KNO - CGK (Domestic)","149","1","150","11.175.000"
"6","2017-03-17","GA 191","KNO","KNO - CGK (Domestic)","148","9","157","11.100.000"
"7","2017-03-17","GA 189","KNO","KNO - CGK (Domestic)","141","19","160","10.575.000"
"8","2017-03-17","GA 187","KNO","KNO - CGK (Domestic)","130","4","134","9.750.000"
"9","2017-03-17","GA 123","KNO","KNO - CGK (Domestic)","120","1","121","9.000.000"
"10","2017-03-17","GA 181","KNO","KNO - CGK (Domestic)","85","0","85","6.375.000"
"11","2017-03-17","GA 183","KNO","KNO - CGK (Domestic)","135","1","136","10.125.000"
"12","2017-03-17","GA 185","KNO","KNO - CGK (Domestic)","117","16","133","8.775.000"
"13","2017-03-17","GA 7136","KNO","KNO - DTB (Domestic)","48","5","53","3.600.000"
"14","2017-03-17","GA 7116","KNO","KNO - GNS (Domestic)","37","0","37","2.775.000"
"15","2017-03-17","GA 7118","KNO","KNO - GNS (Domestic)","34","12","46","2.550.000"
"16","2017-03-17","GA 7124","KNO","KNO - LSW (Domestic)","13","56","69","975.000"
"17","2017-03-17","GA 266","KNO","KNO - PLM (Domestic)","94","0","94","7.050.000"
"18","2017-03-17","GA 7112","KNO","KNO - SBG (Domestic)","10","9","19","750.000"
"Total"," "," "," "," ","1.758","153","1.911","131.850.000"
