"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-04","GA 270","KNO","KNO - BTH (Domestic)","64","1","65","4.800.000"
"2","2017-02-04","GA 121","KNO","KNO - CGK (Domestic)","109","21","130","8.175.000"
"3","2017-02-04","GA 197","KNO","KNO - CGK (Domestic)","106","4","110","7.950.000"
"4","2017-02-04","GA 195","KNO","KNO - CGK (Domestic)","58","2","60","4.350.000"
"5","2017-02-04","GA 193","KNO","KNO - CGK (Domestic)","96","5","101","7.200.000"
"6","2017-02-04","GA 191","KNO","KNO - CGK (Domestic)","113","7","120","8.475.000"
"7","2017-02-04","GA 189","KNO","KNO - CGK (Domestic)","125","26","151","9.375.000"
"8","2017-02-04","GA 187","KNO","KNO - CGK (Domestic)","101","6","107","7.575.000"
"9","2017-02-04","GA 185","KNO","KNO - CGK (Domestic)","90","26","116","6.750.000"
"10","2017-02-04","GA 183","KNO","KNO - CGK (Domestic)","108","3","111","8.100.000"
"11","2017-02-04","GA 181","KNO","KNO - CGK (Domestic)","89","2","91","6.675.000"
"12","2017-02-04","GA 123","KNO","KNO - CGK (Domestic)","98","1","99","7.350.000"
"13","2017-02-04","GA 7136","KNO","KNO - DTB (Domestic)","27","3","30","2.025.000"
"14","2017-02-04","GA 7134","KNO","KNO - FLZ (Domestic)","42","5","47","3.150.000"
"15","2017-02-04","GA 7118","KNO","KNO - GNS (Domestic)","45","12","57","3.375.000"
"16","2017-02-04","GA 7116","KNO","KNO - GNS (Domestic)","38","2","40","2.850.000"
"17","2017-02-04","GA 7124","KNO","KNO - LSW (Domestic)","12","16","28","900.000"
"18","2017-02-04","GA 266","KNO","KNO - PLM (Domestic)","90","3","93","6.750.000"
"19","2017-02-04","GA 850","KNO","KNO - SIN (International)","98","5","103","19.600.000"
"Total"," "," "," "," ","1.509","150","1.659","125.425.000"
