"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-22,"GA 270","KNO-BTH
(Domestic)","94 ",0,94
2017-04-22,"GA 121","KNO-CGK
(Domestic)","137 ",8,145
2017-04-22,"GA 197","KNO-CGK
(Domestic)","140 ",1,141
2017-04-22,"GA 195","KNO-CGK
(Domestic)","106 ",1,107
2017-04-22,"GA 191","KNO-CGK
(Domestic)","110 ",5,115
2017-04-22,"GA 187","KNO-CGK
(Domestic)","149 ",0,149
2017-04-22,"GA 185","KNO-CGK
(Domestic)","128 ",6,134
2017-04-22,"GA 183","KNO-CGK
(Domestic)","143 ",2,145
2017-04-22,"GA 181","KNO-CGK
(Domestic)","91 ",0,91
2017-04-22,"GA 123","KNO-CGK
(Domestic)","128 ",0,128
2017-04-22,"GA 7136","KNO-DTB
(Domestic)","52 ",7,59
2017-04-22,"GA 7134","KNO-FLZ
(Domestic)","60 ",8,68
2017-04-22,"GA 7116","KNO-GNS
(Domestic)","70 ",1,71
2017-04-22,"GA 266","KNO-PLM
(Domestic)","93 ",1,94
2017-04-22,"MH 861","KNO-KUL
(International)","140 ",2,142
2017-04-22,"MH 865","KNO-KUL
(International)","142 ",2,144
2017-04-22,"MI 233","KNO-SIN
(International)","141 ",1,142
2017-04-22,"MI 237","KNO-SIN
(International)","125 ",0,125
