"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-12","GA 270","KNO","KNO - BTH (Domestic)","83","2","85","6.225.000"
"2","2017-02-12","GA 121","KNO","KNO - CGK (Domestic)","133","19","152","9.975.000"
"3","2017-02-12","GA 197","KNO","KNO - CGK (Domestic)","140","1","141","10.500.000"
"4","2017-02-12","GA 195","KNO","KNO - CGK (Domestic)","109","1","110","8.175.000"
"5","2017-02-12","GA 193","KNO","KNO - CGK (Domestic)","129","3","132","9.675.000"
"6","2017-02-12","GA 191","KNO","KNO - CGK (Domestic)","132","3","135","9.900.000"
"7","2017-02-12","GA 189","KNO","KNO - CGK (Domestic)","122","31","153","9.150.000"
"8","2017-02-12","GA 187","KNO","KNO - CGK (Domestic)","152","2","154","11.400.000"
"9","2017-02-12","GA 123","KNO","KNO - CGK (Domestic)","114","0","114","8.550.000"
"10","2017-02-12","GA 181","KNO","KNO - CGK (Domestic)","98","1","99","7.350.000"
"11","2017-02-12","GA 183","KNO","KNO - CGK (Domestic)","137","1","138","10.275.000"
"12","2017-02-12","GA 185","KNO","KNO - CGK (Domestic)","130","3","133","9.750.000"
"13","2017-02-12","GA 7136","KNO","KNO - DTB (Domestic)","35","5","40","2.625.000"
"14","2017-02-12","GA 7116","KNO","KNO - GNS (Domestic)","62","0","62","4.650.000"
"15","2017-02-12","GA 7118","KNO","KNO - GNS (Domestic)","60","8","68","4.500.000"
"16","2017-02-12","GA 7124","KNO","KNO - LSW (Domestic)","18","22","40","1.350.000"
"17","2017-02-12","GA 266","KNO","KNO - PLM (Domestic)","94","0","94","7.050.000"
"18","2017-02-12","GA 7112","KNO","KNO - SBG (Domestic)","13","5","18","975.000"
"19","2017-02-12","GA 850","KNO","KNO - SIN (International)","71","2","73","14.200.000"
"Total"," "," "," "," ","1.832","109","1.941","146.275.000"
