"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-13","GA 270","KNO","KNO - BTH (Domestic)","69","1","70","5.175.000"
"2","2017-03-13","GA 121","KNO","KNO - CGK (Domestic)","112","8","120","8.400.000"
"3","2017-03-13","GA 197","KNO","KNO - CGK (Domestic)","102","3","105","7.650.000"
"4","2017-03-13","GA 195","KNO","KNO - CGK (Domestic)","78","1","79","5.850.000"
"5","2017-03-13","GA 193","KNO","KNO - CGK (Domestic)","108","2","110","8.100.000"
"6","2017-03-13","GA 191","KNO","KNO - CGK (Domestic)","92","4","96","6.900.000"
"7","2017-03-13","GA 189","KNO","KNO - CGK (Domestic)","118","29","147","8.850.000"
"8","2017-03-13","GA 187","KNO","KNO - CGK (Domestic)","86","1","87","6.450.000"
"9","2017-03-13","GA 123","KNO","KNO - CGK (Domestic)","102","0","102","7.650.000"
"10","2017-03-13","GA 181","KNO","KNO - CGK (Domestic)","93","0","93","6.975.000"
"11","2017-03-13","GA 183","KNO","KNO - CGK (Domestic)","121","1","122","9.075.000"
"12","2017-03-13","GA 185","KNO","KNO - CGK (Domestic)","76","12","88","5.700.000"
"13","2017-03-13","GA 7136","KNO","KNO - DTB (Domestic)","20","5","25","1.500.000"
"14","2017-03-13","GA 7134","KNO","KNO - FLZ (Domestic)","48","2","50","3.600.000"
"15","2017-03-13","GA 7116","KNO","KNO - GNS (Domestic)","59","1","60","4.425.000"
"16","2017-03-13","GA 7118","KNO","KNO - GNS (Domestic)","50","15","65","3.750.000"
"17","2017-03-13","GA 7124","KNO","KNO - LSW (Domestic)","26","38","64","1.950.000"
"18","2017-03-13","GA 266","KNO","KNO - PLM (Domestic)","58","0","58","4.350.000"
"Total"," "," "," "," ","1.418","123","1.541","106.350.000"
