"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-12,"GA 270","KNO-BTH
(Domestic)","76 ",1,77
2017-04-12,"GA 121","KNO-CGK
(Domestic)","138 ",3,141
2017-04-12,"GA 197","KNO-CGK
(Domestic)","133 ",0,133
2017-04-12,"GA 195","KNO-CGK
(Domestic)","87 ",0,87
2017-04-12,"GA 193","KNO-CGK
(Domestic)","99 ",0,99
2017-04-12,"GA 191","KNO-CGK
(Domestic)","126 ",1,127
2017-04-12,"GA 189","KNO-CGK
(Domestic)","115 ",31,146
2017-04-12,"GA 187","KNO-CGK
(Domestic)","94 ",0,94
2017-04-12,"GA 185","KNO-CGK
(Domestic)","104 ",11,115
2017-04-12,"GA 183","KNO-CGK
(Domestic)","122 ",0,122
2017-04-12,"GA 181","KNO-CGK
(Domestic)","92 ",0,92
2017-04-12,"GA 123","KNO-CGK
(Domestic)","90 ",0,90
2017-04-12,"GA 7116","KNO-GNS
(Domestic)","70 ",0,70
2017-04-12,"GA 7124","KNO-LSW
(Domestic)","36 ",33,69
2017-04-12,"GA 266","KNO-PLM
(Domestic)","72 ",1,73
2017-04-12,"MH 861","KNO-KUL
(International)","145 ",1,146
2017-04-12,"MH 865","KNO-KUL
(International)","127 ",1,128
2017-04-12,"MI 233","KNO-SIN
(International)","123 ",2,125
2017-04-12,"MI 237","KNO-SIN
(International)","138 ",0,138
2017-04-12,"KNO-MED
(International)","450 ",0,450
