"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-27,"GA 501","PNK-CGK","66 ",6,72
2017-04-27,"GA 515","PNK-CGK","63 ",20,83
2017-04-27,"GA 513","PNK-CGK","71 ",21,92
2017-04-27,"GA 511","PNK-CGK","72 ",4,76
2017-04-27,"GA 507","PNK-CGK","93 ",14,107
2017-04-27,"GA 505","PNK-CGK","85 ",4,89
2017-04-27,"GA 503","PNK-CGK","121 ",1,122
2017-04-27,"GA 7528","PNK-KTG","45 ",4,49
2017-04-27,"GA 7532","PNK-KTG","43 ",8,51
2017-04-27,"GA 7536","PNK-KTG","36 ",31,67
2017-04-27,"GA 7523","PNK-PKY","23 ",2,25
2017-04-27,"GA 7524","PNK-PSU","56 ",14,70
2017-04-27,"GA 7534","PNK-SQG","33 ",16,49
