"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-12,"GA 171","PKU-CGK
(Domestic)","143 ",1,144
2017-04-12,"GA 173","PKU-CGK
(Domestic)","121 ",1,122
2017-04-12,"GA 175","PKU-CGK
(Domestic)","140 ",0,140
2017-04-12,"GA 177","PKU-CGK
(Domestic)","120 ",1,121
2017-04-12,"GA 179","PKU-CGK
(Domestic)","152 ",1,153
2017-04-12,"GA 199","PKU-CGK
(Domestic)","121 ",0,121
2017-04-12,"MI 253","PKU-SIN
(International)","83 ",1,84
