"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-12","GA 270","KNO","KNO - BTH (Domestic)","45","2","47","3.375.000"
"2","2017-03-12","GA 121","KNO","KNO - CGK (Domestic)","132","16","148","9.900.000"
"3","2017-03-12","GA 197","KNO","KNO - CGK (Domestic)","90","1","91","6.750.000"
"4","2017-03-12","GA 195","KNO","KNO - CGK (Domestic)","109","1","110","8.175.000"
"5","2017-03-12","GA 193","KNO","KNO - CGK (Domestic)","134","2","136","10.050.000"
"6","2017-03-12","GA 191","KNO","KNO - CGK (Domestic)","117","2","119","8.775.000"
"7","2017-03-12","GA 189","KNO","KNO - CGK (Domestic)","126","28","154","9.450.000"
"8","2017-03-12","GA 187","KNO","KNO - CGK (Domestic)","128","2","130","9.600.000"
"9","2017-03-12","GA 123","KNO","KNO - CGK (Domestic)","85","2","87","6.375.000"
"10","2017-03-12","GA 181","KNO","KNO - CGK (Domestic)","50","0","50","3.750.000"
"11","2017-03-12","GA 183","KNO","KNO - CGK (Domestic)","98","2","100","7.350.000"
"12","2017-03-12","GA 185","KNO","KNO - CGK (Domestic)","103","9","112","7.725.000"
"13","2017-03-12","GA 7136","KNO","KNO - DTB (Domestic)","41","4","45","3.075.000"
"14","2017-03-12","GA 7116","KNO","KNO - GNS (Domestic)","61","1","62","4.575.000"
"15","2017-03-12","GA 7118","KNO","KNO - GNS (Domestic)","49","10","59","3.675.000"
"16","2017-03-12","GA 7124","KNO","KNO - LSW (Domestic)","26","36","62","1.950.000"
"17","2017-03-12","GA 266","KNO","KNO - PLM (Domestic)","38","0","38","2.850.000"
"18","2017-03-12","GA 7112","KNO","KNO - SBG (Domestic)","9","2","11","675.000"
"Total"," "," "," "," ","1.441","120","1.561","108.075.000"
