"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-07","GA 648","CGK3","CGK3 - ? (Domestic)","113","46","159","14.690.000"
"2","2017-03-07","GA 646","CGK3","CGK3 - AMQ (Domestic)","98","3","101","12.480.000"
"3","2017-03-07","GA 536","CGK3","CGK3 - BDJ (Domestic)","68","11","79","8.840.000"
"4","2017-03-07","GA 538","CGK3","CGK3 - BDJ (Domestic)","46","25","71","5.980.000"
"5","2017-03-07","GA 530","CGK3","CGK3 - BDJ (Domestic)","132","1","133","17.160.000"
"6","2017-03-07","GA 532","CGK3","CGK3 - BDJ (Domestic)","133","11","144","17.290.000"
"7","2017-03-07","GA 534","CGK3","CGK3 - BDJ (Domestic)","95","5","100","12.350.000"
"8","2017-03-07","GA 528","CGK3","CGK3 - BDJ (Domestic)","90","9","99","11.700.000"
"9","2017-03-07","GA 298","CGK3","CGK3 - BKS (Domestic)","50","20","70","6.500.000"
"10","2017-03-07","GA 296","CGK3","CGK3 - BKS (Domestic)","84","2","86","10.920.000"
"11","2017-03-07","GA 566","CGK3","CGK3 - BPN (Domestic)","84","8","92","10.920.000"
"12","2017-03-07","GA 568","CGK3","CGK3 - BPN (Domestic)","90","21","111","11.700.000"
"13","2017-03-07","GA 572","CGK3","CGK3 - BPN (Domestic)","109","15","124","14.170.000"
"14","2017-03-07","GA 562","CGK3","CGK3 - BPN (Domestic)","119","1","120","15.470.000"
"15","2017-03-07","GA 570","CGK3","CGK3 - BPN (Domestic)","87","7","94","11.310.000"
"16","2017-03-07","GA 560","CGK3","CGK3 - BPN (Domestic)","135","1","136","17.550.000"
"17","2017-03-07","GA 564","CGK3","CGK3 - BPN (Domestic)","123","8","131","15.990.000"
"18","2017-03-07","GA 576","CGK3","CGK3 - BPN (Domestic)","70","16","86","9.100.000"
"19","2017-03-07","GA 150","CGK3","CGK3 - BTH (Domestic)","97","1","98","12.610.000"
"20","2017-03-07","GA 152","CGK3","CGK3 - BTH (Domestic)","89","3","92","11.570.000"
"21","2017-03-07","GA 154","CGK3","CGK3 - BTH (Domestic)","52","62","114","6.760.000"
"22","2017-03-07","GA 158","CGK3","CGK3 - BTH (Domestic)","76","20","96","9.880.000"
"23","2017-03-07","GA 156","CGK3","CGK3 - BTH (Domestic)","73","12","85","9.490.000"
"24","2017-03-07","GA 142","CGK3","CGK3 - BTJ (Domestic)","98","33","131","12.740.000"
"25","2017-03-07","GA 146","CGK3","CGK3 - BTJ (Domestic)","99","48","147","12.870.000"
"26","2017-03-07","GA 140","CGK3","CGK3 - BTJ (Domestic)","131","1","132","17.030.000"
"27","2017-03-07","GA 128","CGK3","CGK3 - DJB (Domestic)","55","51","106","7.150.000"
"28","2017-03-07","GA 126","CGK3","CGK3 - DJB (Domestic)","58","10","68","7.540.000"
"29","2017-03-07","GA 130","CGK3","CGK3 - DJB (Domestic)","75","3","78","9.750.000"
"30","2017-03-07","GA 132","CGK3","CGK3 - DJB (Domestic)","61","7","68","7.930.000"
"31","2017-03-07","GA 134","CGK3","CGK3 - DJB (Domestic)","69","34","103","8.970.000"
"32","2017-03-07","GA 656","CGK3","CGK3 - DJJ (Domestic)","120","14","134","15.600.000"
"33","2017-03-07","GA 418","CGK3","CGK3 - DPS (Domestic)","172","1","173","20.800.000"
"34","2017-03-07","GA 652","CGK3","CGK3 - DPS (Domestic)","62","10","72","8.060.000"
"35","2017-03-07","GA 410","CGK3","CGK3 - DPS (Domestic)","101","10","111","12.870.000"
"36","2017-03-07","GA 420","CGK3","CGK3 - DPS (Domestic)","72","7","79","120.000"
"37","2017-03-07","GA 426","CGK3","CGK3 - DPS (Domestic)","87","0","87","11.310.000"
"38","2017-03-07","GA 424","CGK3","CGK3 - DPS (Domestic)","30","7","37","3.900.000"
"39","2017-03-07","GA 422","CGK3","CGK3 - DPS (Domestic)","158","18","176","20.410.000"
"40","2017-03-07","GA 414","CGK3","CGK3 - DPS (Domestic)","110","8","118","14.300.000"
"41","2017-03-07","GA 412","CGK3","CGK3 - DPS (Domestic)","104","17","121","13.520.000"
"42","2017-03-07","GA 408","CGK3","CGK3 - DPS (Domestic)","138","8","146","17.940.000"
"43","2017-03-07","GA 404","CGK3","CGK3 - DPS (Domestic)","135","10","145","17.550.000"
"44","2017-03-07","GA 402","CGK3","CGK3 - DPS (Domestic)","168","1","169","21.840.000"
"45","2017-03-07","GA 400","CGK3","CGK3 - DPS (Domestic)","112","11","123","14.560.000"
"46","2017-03-07","GA 438","CGK3","CGK3 - DPS (Domestic)","152","0","152","19.760.000"
"47","2017-03-07","GA 268","CGK3","CGK3 - DTB (Domestic)","46","3","49","5.980.000"
"48","2017-03-07","GA 210","CGK3","CGK3 - JOG (Domestic)","61","29","90","7.930.000"
"49","2017-03-07","GA 218","CGK3","CGK3 - JOG (Domestic)","71","18","89","9.230.000"
"50","2017-03-07","GA 216","CGK3","CGK3 - JOG (Domestic)","129","19","148","16.770.000"
"51","2017-03-07","GA 214","CGK3","CGK3 - JOG (Domestic)","112","29","141","14.560.000"
"52","2017-03-07","GA 212","CGK3","CGK3 - JOG (Domestic)","99","51","150","12.870.000"
"53","2017-03-07","GA 208","CGK3","CGK3 - JOG (Domestic)","61","65","126","7.930.000"
"54","2017-03-07","GA 206","CGK3","CGK3 - JOG (Domestic)","91","28","119","11.830.000"
"55","2017-03-07","GA 204","CGK3","CGK3 - JOG (Domestic)","143","11","154","18.590.000"
"56","2017-03-07","GA 202","CGK3","CGK3 - JOG (Domestic)","106","1","107","13.780.000"
"57","2017-03-07","GA 118","CGK3","CGK3 - KNO (Domestic)","67","52","119","8.710.000"
"58","2017-03-07","GA 122","CGK3","CGK3 - KNO (Domestic)","65","16","81","8.450.000"
"59","2017-03-07","GA 180","CGK3","CGK3 - KNO (Domestic)","137","1","138","17.810.000"
"60","2017-03-07","GA 182","CGK3","CGK3 - KNO (Domestic)","106","9","115","13.780.000"
"61","2017-03-07","GA 184","CGK3","CGK3 - KNO (Domestic)","88","31","119","11.440.000"
