"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-13,"GA 501","PNK-CGK","99 ",0,99
2017-04-13,"GA 515","PNK-CGK","126 ",17,143
2017-04-13,"GA 513","PNK-CGK","120 ",35,155
2017-04-13,"GA 511","PNK-CGK","95 ",5,100
2017-04-13,"GA 507","PNK-CGK","107 ",45,152
2017-04-13,"GA 505","PNK-CGK","130 ",11,141
2017-04-13,"GA 503","PNK-CGK","151 ",2,153
2017-04-13,"GA 7528","PNK-KTG","21 ",0,21
2017-04-13,"GA 7532","PNK-KTG","34 ",17,51
2017-04-13,"GA 7536","PNK-KTG","49 ",12,61
2017-04-13,"GA 7523","PNK-PKY","34 ",3,37
2017-04-13,"GA 7524","PNK-PSU","32 ",9,41
2017-04-13,"GA 7534","PNK-SQG","10 ",20,30
