"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-20,"GA 501","PNK-CGK","100 ",0,100
2017-04-20,"GA 515","PNK-CGK","62 ",12,74
2017-04-20,"GA 513","PNK-CGK","81 ",26,107
2017-04-20,"GA 511","PNK-CGK","52 ",2,54
2017-04-20,"GA 507","PNK-CGK","78 ",20,98
2017-04-20,"GA 505","PNK-CGK","101 ",16,117
2017-04-20,"GA 503","PNK-CGK","116 ",2,118
2017-04-20,"GA 7528","PNK-KTG","31 ",2,33
2017-04-20,"GA 7532","PNK-KTG","46 ",17,63
2017-04-20,"GA 7536","PNK-KTG","35 ",28,63
2017-04-20,"GA 7523","PNK-PKY","53 ",2,55
2017-04-20,"GA 7524","PNK-PSU","42 ",9,51
2017-04-20,"GA 7534","PNK-SQG","28 ",10,38
