"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-05","GA 648","CGK3","CGK3 - ? (Domestic)","123","2","125","15.990.000"
"2","2017-03-05","GA 646","CGK3","CGK3 - AMQ (Domestic)","73","3","76","9.490.000"
"3","2017-03-05","GA 534","CGK3","CGK3 - BDJ (Domestic)","99","7","106","12.870.000"
"4","2017-03-05","GA 538","CGK3","CGK3 - BDJ (Domestic)","100","8","108","13.000.000"
"5","2017-03-05","GA 528","CGK3","CGK3 - BDJ (Domestic)","68","19","87","8.840.000"
"6","2017-03-05","GA 530","CGK3","CGK3 - BDJ (Domestic)","35","0","35","4.550.000"
"7","2017-03-05","GA 532","CGK3","CGK3 - BDJ (Domestic)","75","13","88","9.750.000"
"8","2017-03-05","GA 536","CGK3","CGK3 - BDJ (Domestic)","117","12","129","15.210.000"
"9","2017-03-05","GA 298","CGK3","CGK3 - BKS (Domestic)","59","50","109","7.670.000"
"10","2017-03-05","GA 296","CGK3","CGK3 - BKS (Domestic)","42","1","43","5.460.000"
"11","2017-03-05","GA 562","CGK3","CGK3 - BPN (Domestic)","43","1","44","5.590.000"
"12","2017-03-05","GA 564","CGK3","CGK3 - BPN (Domestic)","107","6","113","13.910.000"
"13","2017-03-05","GA 560","CGK3","CGK3 - BPN (Domestic)","40","0","40","5.200.000"
"14","2017-03-05","GA 570","CGK3","CGK3 - BPN (Domestic)","84","15","99","10.920.000"
"15","2017-03-05","GA 568","CGK3","CGK3 - BPN (Domestic)","107","45","152","13.910.000"
"16","2017-03-05","GA 576","CGK3","CGK3 - BPN (Domestic)","113","13","126","14.690.000"
"17","2017-03-05","GA 572","CGK3","CGK3 - BPN (Domestic)","126","13","139","16.380.000"
"18","2017-03-05","GA 566","CGK3","CGK3 - BPN (Domestic)","113","11","124","14.690.000"
"19","2017-03-05","GA 150","CGK3","CGK3 - BTH (Domestic)","37","0","37","4.810.000"
"20","2017-03-05","GA 152","CGK3","CGK3 - BTH (Domestic)","94","9","103","12.220.000"
"21","2017-03-05","GA 154","CGK3","CGK3 - BTH (Domestic)","96","37","133","12.480.000"
"22","2017-03-05","GA 158","CGK3","CGK3 - BTH (Domestic)","130","8","138","16.900.000"
"23","2017-03-05","GA 156","CGK3","CGK3 - BTH (Domestic)","107","12","119","13.910.000"
"24","2017-03-05","GA 146","CGK3","CGK3 - BTJ (Domestic)","89","28","117","11.570.000"
"25","2017-03-05","GA 142","CGK3","CGK3 - BTJ (Domestic)","95","18","113","12.350.000"
"26","2017-03-05","GA 140","CGK3","CGK3 - BTJ (Domestic)","78","0","78","10.140.000"
"27","2017-03-05","GA 134","CGK3","CGK3 - DJB (Domestic)","93","12","105","12.090.000"
"28","2017-03-05","GA 132","CGK3","CGK3 - DJB (Domestic)","85","16","101","11.050.000"
"29","2017-03-05","GA 130","CGK3","CGK3 - DJB (Domestic)","16","0","16","2.080.000"
"30","2017-03-05","GA 128","CGK3","CGK3 - DJB (Domestic)","91","26","117","11.830.000"
"31","2017-03-05","GA 126","CGK3","CGK3 - DJB (Domestic)","45","9","54","5.850.000"
"32","2017-03-05","GA 656","CGK3","CGK3 - DJJ (Domestic)","139","12","151","120.000"
"33","2017-03-05","GA 438","CGK3","CGK3 - DPS (Domestic)","74","0","74","9.620.000"
"34","2017-03-05","GA 652","CGK3","CGK3 - DPS (Domestic)","73","3","76","9.490.000"
"35","2017-03-05","GA 4264","CGK3","CGK3 - DPS (Domestic)","36","10","46","4.680.000"
"36","2017-03-05","GA 422","CGK3","CGK3 - DPS (Domestic)","122","16","138","15.860.000"
"37","2017-03-05","GA 420","CGK3","CGK3 - DPS (Domestic)","75","6","81","9.750.000"
"38","2017-03-05","GA 426","CGK3","CGK3 - DPS (Domestic)","154","24","178","20.020.000"
