"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-15,"GA 127","DJB-CGK","49 ",1,50
2017-04-15,"GA 131","DJB-CGK","85 ",3,88
2017-04-15,"GA 133","DJB-CGK","49 ",0,49
2017-04-15,"GA 135","DJB-CGK","40 ",0,40
2017-04-15,"GA 7115","DJB-PLM","41 ",2,43
