"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-10","GA 648","CGK3","CGK3 - ? (Domestic)","112","10","122","14.560.000"
"2","2017-03-10","GA 646","CGK3","CGK3 - AMQ (Domestic)","102","8","110","13.260.000"
"3","2017-03-10","GA 536","CGK3","CGK3 - BDJ (Domestic)","77","9","86","10.010.000"
"4","2017-03-10","GA 530","CGK3","CGK3 - BDJ (Domestic)","113","1","114","14.690.000"
"5","2017-03-10","GA 532","CGK3","CGK3 - BDJ (Domestic)","89","13","102","11.570.000"
"6","2017-03-10","GA 534","CGK3","CGK3 - BDJ (Domestic)","93","6","99","12.090.000"
"7","2017-03-10","GA 538","CGK3","CGK3 - BDJ (Domestic)","84","4","88","10.920.000"
"8","2017-03-10","GA 528","CGK3","CGK3 - BDJ (Domestic)","96","13","109","12.480.000"
"9","2017-03-10","GA 296","CGK3","CGK3 - BKS (Domestic)","118","2","120","15.340.000"
"10","2017-03-10","GA 298","CGK3","CGK3 - BKS (Domestic)","77","49","126","10.010.000"
"11","2017-03-10","GA 560","CGK3","CGK3 - BPN (Domestic)","143","1","144","18.590.000"
"12","2017-03-10","GA 562","CGK3","CGK3 - BPN (Domestic)","68","1","69","8.840.000"
"13","2017-03-10","GA 564","CGK3","CGK3 - BPN (Domestic)","122","8","130","15.860.000"
"14","2017-03-10","GA 568","CGK3","CGK3 - BPN (Domestic)","118","8","126","15.340.000"
"15","2017-03-10","GA 576","CGK3","CGK3 - BPN (Domestic)","155","2","157","20.150.000"
"16","2017-03-10","GA 572","CGK3","CGK3 - BPN (Domestic)","109","6","115","14.170.000"
"17","2017-03-10","GA 570","CGK3","CGK3 - BPN (Domestic)","91","4","95","11.830.000"
"18","2017-03-10","GA 566","CGK3","CGK3 - BPN (Domestic)","80","11","91","10.400.000"
"19","2017-03-10","GA 150","CGK3","CGK3 - BTH (Domestic)","141","2","143","18.330.000"
"20","2017-03-10","GA 152","CGK3","CGK3 - BTH (Domestic)","88","19","107","11.440.000"
"21","2017-03-10","GA 154","CGK3","CGK3 - BTH (Domestic)","80","18","98","10.400.000"
"22","2017-03-10","GA 158","CGK3","CGK3 - BTH (Domestic)","99","9","108","12.870.000"
"23","2017-03-10","GA 156","CGK3","CGK3 - BTH (Domestic)","119","24","143","15.470.000"
"24","2017-03-10","GA 146","CGK3","CGK3 - BTJ (Domestic)","110","26","136","14.300.000"
"25","2017-03-10","GA 142","CGK3","CGK3 - BTJ (Domestic)","84","20","104","10.920.000"
"26","2017-03-10","GA 140","CGK3","CGK3 - BTJ (Domestic)","79","1","80","10.270.000"
"27","2017-03-10","GA 134","CGK3","CGK3 - DJB (Domestic)","118","33","151","15.340.000"
"28","2017-03-10","GA 132","CGK3","CGK3 - DJB (Domestic)","83","23","106","10.790.000"
"29","2017-03-10","GA 130","CGK3","CGK3 - DJB (Domestic)","94","3","97","12.220.000"
"30","2017-03-10","GA 128","CGK3","CGK3 - DJB (Domestic)","91","20","111","11.830.000"
"31","2017-03-10","GA 126","CGK3","CGK3 - DJB (Domestic)","121","27","148","15.730.000"
"32","2017-03-10","GA 656","CGK3","CGK3 - DJJ (Domestic)","98","22","120","12.740.000"
"33","2017-03-10","GA 652","CGK3","CGK3 - DPS (Domestic)","121","14","135","15.730.000"
"34","2017-03-10","GA 438","CGK3","CGK3 - DPS (Domestic)","141","3","144","18.330.000"
"35","2017-03-10","GA 422","CGK3","CGK3 - DPS (Domestic)","162","4","166","240.000"
"36","2017-03-10","GA 418","CGK3","CGK3 - DPS (Domestic)","134","6","140","360.000"
"37","2017-03-10","GA 426","CGK3","CGK3 - DPS (Domestic)","174","16","190","22.620.000"
"38","2017-03-10","GA 424","CGK3","CGK3 - DPS (Domestic)","107","7","114","13.910.000"
"39","2017-03-10","GA 420","CGK3","CGK3 - DPS (Domestic)","125","2","127","16.250.000"
"40","2017-03-10","GA 412","CGK3","CGK3 - DPS (Domestic)","184","9","193","1.860.000"
"41","2017-03-10","GA 410","CGK3","CGK3 - DPS (Domestic)","198","3","201","180.000"
"42","2017-03-10","GA 408","CGK3","CGK3 - DPS (Domestic)","111","4","115","14.430.000"
"43","2017-03-10","GA 404","CGK3","CGK3 - DPS (Domestic)","156","2","158","20.280.000"
"44","2017-03-10","GA 402","CGK3","CGK3 - DPS (Domestic)","217","7","224","28.210.000"
"45","2017-03-10","GA 400","CGK3","CGK3 - DPS (Domestic)","115","0","115","14.950.000"
"46","2017-03-10","GA 414","CGK3","CGK3 - DPS (Domestic)","151","1","152","19.630.000"
"47","2017-03-10","GA 268","CGK3","CGK3 - DTB (Domestic)","85","2","87","11.050.000"
"48","2017-03-10","GA 218","CGK3","CGK3 - JOG (Domestic)","119","32","151","15.470.000"
"49","2017-03-10","GA 214","CGK3","CGK3 - JOG (Domestic)","133","11","144","60.000"
"50","2017-03-10","GA 216","CGK3","CGK3 - JOG (Domestic)","144","15","159","18.720.000"
"51","2017-03-10","GA 210","CGK3","CGK3 - JOG (Domestic)","126","27","153","16.380.000"
"52","2017-03-10","GA 208","CGK3","CGK3 - JOG (Domestic)","110","52","162","14.300.000"
"53","2017-03-10","GA 206","CGK3","CGK3 - JOG (Domestic)","138","24","162","17.940.000"
"54","2017-03-10","GA 204","CGK3","CGK3 - JOG (Domestic)","151","8","159","19.630.000"
"55","2017-03-10","GA 202","CGK3","CGK3 - JOG (Domestic)","159","5","164","20.670.000"
"56","2017-03-10","GA 212","CGK3","CGK3 - JOG (Domestic)","89","65","154","11.570.000"
"57","2017-03-10","GA 118","CGK3","CGK3 - KNO (Domestic)","91","19","110","11.830.000"
"58","2017-03-10","GA 186","CGK3","CGK3 - KNO (Domestic)","100","27","127","13.000.000"
"59","2017-03-10","GA 122","CGK3","CGK3 - KNO (Domestic)","121","18","139","15.730.000"
"60","2017-03-10","GA 180","CGK3","CGK3 - KNO (Domestic)","81","5","86","10.530.000"
"61","2017-03-10","GA 182","CGK3","CGK3 - KNO (Domestic)","82","7","89","10.660.000"
"62","2017-03-10","GA 184","CGK3","CGK3 - KNO (Domestic)","105","31","136","13.650.000"
"63","2017-03-10","GA 194","CGK3","CGK3 - KNO (Domestic)","83","0","83","10.790.000"
"64","2017-03-10","GA 192","CGK3","CGK3 - KNO (Domestic)","102","23","125","13.260.000"
"65","2017-03-10","GA 190","CGK3","CGK3 - KNO (Domestic)","105","12","117","13.650.000"
"66","2017-03-10","GA 188","CGK3","CGK3 - KNO (Domestic)","98","16","114","12.740.000"
"67","2017-03-10","GA 196","CGK3","CGK3 - KNO (Domestic)","110","21","131","14.300.000"
"68","2017-03-10","GA 456","CGK3","CGK3 - KOE (Domestic)","40","0","40","5.200.000"
"69","2017-03-10","GA 452","CGK3","CGK3 - LBJ (Domestic)","42","7","49","5.460.000"
"70","2017-03-10","GA 430","CGK3","CGK3 - LOP (Domestic)","147","0","147","120.000"
"71","2017-03-10","GA 440","CGK3","CGK3 - LOP (Domestic)","145","4","149","18.850.000"
"72","2017-03-10","GA 434","CGK3","CGK3 - LOP (Domestic)","93","0","93","120.000"
"73","2017-03-10","GA 432","CGK3","CGK3 - LOP (Domestic)","92","45","137","11.960.000"
"74","2017-03-10","GA 602","CGK3","CGK3 - MDC (Domestic)","122","0","122","15.860.000"
"75","2017-03-10","GA 626","CGK3","CGK3 - MDC (Domestic)","84","13","97","10.920.000"
"76","2017-03-10","GA 600","CGK3","CGK3 - MDC (Domestic)","84","24","108","10.920.000"
"77","2017-03-10","GA 606","CGK3","CGK3 - MDC (Domestic)","124","5","129","16.120.000"
"78","2017-03-10","GA 290","CGK3","CGK3 - MLG (Domestic)","137","13","150","17.810.000"
"79","2017-03-10","GA 292","CGK3","CGK3 - MLG (Domestic)","142","14","156","18.460.000"
"80","2017-03-10","GA 124","CGK3","CGK3 - PDG (Domestic)","92","4","96","11.960.000"
"81","2017-03-10","GA 148","CGK3","CGK3 - PDG (Domestic)","113","25","138","14.690.000"
"82","2017-03-10","GA 160","CGK3","CGK3 - PDG (Domestic)","136","1","137","17.680.000"
"83","2017-03-10","GA 164","CGK3","CGK3 - PDG (Domestic)","124","25","149","16.120.000"
"84","2017-03-10","GA 166","CGK3","CGK3 - PDG (Domestic)","116","17","133","15.080.000"
"85","2017-03-10","GA 168","CGK3","CGK3 - PDG (Domestic)","108","25","133","120.000"
"86","2017-03-10","GA 162","CGK3","CGK3 - PDG (Domestic)","78","25","103","10.140.000"
"87","2017-03-10","GA 138","CGK3","CGK3 - PGK (Domestic)","73","11","84","9.490.000"
"88","2017-03-10","GA 136","CGK3","CGK3 - PGK (Domestic)","85","21","106","11.050.000"
"89","2017-03-10","GA 176","CGK3","CGK3 - PKU (Domestic)","98","5","103","12.740.000"
"90","2017-03-10","GA 144","CGK3","CGK3 - PKU (Domestic)","58","25","83","7.540.000"
"91","2017-03-10","GA 198","CGK3","CGK3 - PKU (Domestic)","95","15","110","12.350.000"
"92","2017-03-10","GA 170","CGK3","CGK3 - PKU (Domestic)","103","1","104","13.390.000"
"93","2017-03-10","GA 174","CGK3","CGK3 - PKU (Domestic)","110","22","132","14.300.000"
"94","2017-03-10","GA 178","CGK3","CGK3 - PKU (Domestic)","96","16","112","12.480.000"
"95","2017-03-10","GA 552","CGK3","CGK3 - PKY (Domestic)","96","14","110","12.480.000"
"96","2017-03-10","GA 550","CGK3","CGK3 - PKY (Domestic)","127","0","127","16.510.000"
