"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-20","GA 270","KNO","KNO - BTH (Domestic)","65","0","65","4.875.000"
"2","2017-03-20","GA 121","KNO","KNO - CGK (Domestic)","118","11","129","8.850.000"
"3","2017-03-20","GA 197","KNO","KNO - CGK (Domestic)","124","1","125","9.300.000"
"4","2017-03-20","GA 195","KNO","KNO - CGK (Domestic)","115","1","116","8.625.000"
"5","2017-03-20","GA 193","KNO","KNO - CGK (Domestic)","113","1","114","8.475.000"
"6","2017-03-20","GA 191","KNO","KNO - CGK (Domestic)","120","1","121","9.000.000"
"7","2017-03-20","GA 189","KNO","KNO - CGK (Domestic)","134","0","134","10.050.000"
"8","2017-03-20","GA 187","KNO","KNO - CGK (Domestic)","120","4","124","9.000.000"
"9","2017-03-20","GA 185","KNO","KNO - CGK (Domestic)","119","21","140","8.925.000"
"10","2017-03-20","GA 183","KNO","KNO - CGK (Domestic)","122","1","123","9.150.000"
"11","2017-03-20","GA 181","KNO","KNO - CGK (Domestic)","133","0","133","9.975.000"
"12","2017-03-20","GA 123","KNO","KNO - CGK (Domestic)","115","1","116","8.625.000"
"13","2017-03-20","GA 7136","KNO","KNO - DTB (Domestic)","33","7","40","2.475.000"
"14","2017-03-20","GA 7134","KNO","KNO - FLZ (Domestic)","39","30","69","2.925.000"
"15","2017-03-20","GA 7116","KNO","KNO - GNS (Domestic)","68","4","72","5.100.000"
"16","2017-03-20","GA 266","KNO","KNO - PLM (Domestic)","75","1","76","5.625.000"
"Total"," "," "," "," ","1.613","84","1.697","120.975.000"
