"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-26","GA 270","KNO","KNO - BTH (Domestic)","60","1","61","4.500.000"
"2","2017-03-26","GA 121","KNO","KNO - CGK (Domestic)","161","2","163","12.075.000"
"3","2017-03-26","GA 197","KNO","KNO - CGK (Domestic)","116","2","118","8.700.000"
"4","2017-03-26","GA 195","KNO","KNO - CGK (Domestic)","118","1","119","8.850.000"
"5","2017-03-26","GA 193","KNO","KNO - CGK (Domestic)","122","24","146","9.150.000"
"6","2017-03-26","GA 191","KNO","KNO - CGK (Domestic)","148","1","149","11.100.000"
"7","2017-03-26","GA 189","KNO","KNO - CGK (Domestic)","122","1","123","9.150.000"
"8","2017-03-26","GA 187","KNO","KNO - CGK (Domestic)","132","8","140","9.900.000"
"9","2017-03-26","GA 185","KNO","KNO - CGK (Domestic)","122","6","128","9.150.000"
"10","2017-03-26","GA 183","KNO","KNO - CGK (Domestic)","90","3","93","6.750.000"
"11","2017-03-26","GA 181","KNO","KNO - CGK (Domestic)","68","1","69","5.100.000"
"12","2017-03-26","GA 123","KNO","KNO - CGK (Domestic)","71","1","72","5.325.000"
"13","2017-03-26","GA 7116","KNO","KNO - GNS (Domestic)","60","1","61","4.500.000"
"14","2017-03-26","GA 7124","KNO","KNO - LSW (Domestic)","29","35","64","2.175.000"
"15","2017-03-26","GA 266","KNO","KNO - PLM (Domestic)","33","0","33","2.475.000"
"16","2017-03-26","GA 7112","KNO","KNO - SBG (Domestic)","40","4","44","3.000.000"
"Total"," "," "," "," ","1.492","91","1.583","111.900.000"
