"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-24","GA 648","CGK3","CGK3 - ? (Domestic)","141","3","144","18.330.000"
"2","2017-03-24","GA 646","CGK3","CGK3 - AMQ (Domestic)","93","17","110","12.090.000"
"3","2017-03-24","GA 536","CGK3","CGK3 - BDJ (Domestic)","106","8","114","13.780.000"
"4","2017-03-24","GA 538","CGK3","CGK3 - BDJ (Domestic)","89","3","92","11.570.000"
"5","2017-03-24","GA 530","CGK3","CGK3 - BDJ (Domestic)","112","0","112","14.560.000"
"6","2017-03-24","GA 532","CGK3","CGK3 - BDJ (Domestic)","119","13","132","15.470.000"
"7","2017-03-24","GA 534","CGK3","CGK3 - BDJ (Domestic)","120","1","121","15.600.000"
"8","2017-03-24","GA 528","CGK3","CGK3 - BDJ (Domestic)","100","9","109","13.000.000"
"9","2017-03-24","GA 298","CGK3","CGK3 - BKS (Domestic)","80","53","133","10.400.000"
"10","2017-03-24","GA 296","CGK3","CGK3 - BKS (Domestic)","101","1","102","13.130.000"
"11","2017-03-24","GA 566","CGK3","CGK3 - BPN (Domestic)","59","4","63","7.670.000"
"12","2017-03-24","GA 568","CGK3","CGK3 - BPN (Domestic)","120","11","131","15.600.000"
"13","2017-03-24","GA 572","CGK3","CGK3 - BPN (Domestic)","125","10","135","16.250.000"
"14","2017-03-24","GA 570","CGK3","CGK3 - BPN (Domestic)","80","7","87","10.400.000"
"15","2017-03-24","GA 562","CGK3","CGK3 - BPN (Domestic)","82","0","82","10.660.000"
"16","2017-03-24","GA 560","CGK3","CGK3 - BPN (Domestic)","101","0","101","13.130.000"
"17","2017-03-24","GA 564","CGK3","CGK3 - BPN (Domestic)","110","24","134","14.300.000"
"18","2017-03-24","GA 576","CGK3","CGK3 - BPN (Domestic)","127","11","138","16.510.000"
"19","2017-03-24","GA 150","CGK3","CGK3 - BTH (Domestic)","154","0","154","20.020.000"
"20","2017-03-24","GA 152","CGK3","CGK3 - BTH (Domestic)","142","14","156","18.460.000"
"21","2017-03-24","GA 154","CGK3","CGK3 - BTH (Domestic)","149","9","158","19.370.000"
"22","2017-03-24","GA 158","CGK3","CGK3 - BTH (Domestic)","128","15","143","16.640.000"
"23","2017-03-24","GA 156","CGK3","CGK3 - BTH (Domestic)","140","8","148","18.200.000"
"24","2017-03-24","GA 142","CGK3","CGK3 - BTJ (Domestic)","84","53","137","10.920.000"
"25","2017-03-24","GA 146","CGK3","CGK3 - BTJ (Domestic)","108","27","135","14.040.000"
"26","2017-03-24","GA 140","CGK3","CGK3 - BTJ (Domestic)","108","6","114","14.040.000"
"27","2017-03-24","GA 128","CGK3","CGK3 - DJB (Domestic)","95","25","120","60.000"
"28","2017-03-24","GA 126","CGK3","CGK3 - DJB (Domestic)","87","22","109","11.310.000"
"29","2017-03-24","GA 130","CGK3","CGK3 - DJB (Domestic)","51","1","52","6.630.000"
"30","2017-03-24","GA 132","CGK3","CGK3 - DJB (Domestic)","104","6","110","13.520.000"
"31","2017-03-24","GA 134","CGK3","CGK3 - DJB (Domestic)","123","22","145","15.990.000"
"32","2017-03-24","GA 656","CGK3","CGK3 - DJJ (Domestic)","100","4","104","13.000.000"
"33","2017-03-24","GA 420","CGK3","CGK3 - DPS (Domestic)","155","6","161","20.150.000"
"34","2017-03-24","GA 652","CGK3","CGK3 - DPS (Domestic)","131","21","152","300.000"
"35","2017-03-24","GA 414","CGK3","CGK3 - DPS (Domestic)","156","6","162","20.280.000"
"36","2017-03-24","GA 418","CGK3","CGK3 - DPS (Domestic)","189","8","197","480.000"
"37","2017-03-24","GA 426","CGK3","CGK3 - DPS (Domestic)","200","8","208","26.000.000"
"38","2017-03-24","GA 424","CGK3","CGK3 - DPS (Domestic)","152","2","154","19.760.000"
"39","2017-03-24","GA 422","CGK3","CGK3 - DPS (Domestic)","237","19","256","30.030.000"
"40","2017-03-24","GA 412","CGK3","CGK3 - DPS (Domestic)","237","12","249","480.000"
"41","2017-03-24","GA 410","CGK3","CGK3 - DPS (Domestic)","199","22","221","25.870.000"
"42","2017-03-24","GA 408","CGK3","CGK3 - DPS (Domestic)","152","8","160","120.000"
"43","2017-03-24","GA 404","CGK3","CGK3 - DPS (Domestic)","156","9","165","20.280.000"
"44","2017-03-24","GA 402","CGK3","CGK3 - DPS (Domestic)","247","8","255","60.000"
"45","2017-03-24","GA 400","CGK3","CGK3 - DPS (Domestic)","156","2","158","20.280.000"
