"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-25","GA 270","KNO","KNO - BTH (Domestic)","83","2","85","6.225.000"
"2","2017-03-25","GA 121","KNO","KNO - CGK (Domestic)","121","3","124","9.075.000"
"3","2017-03-25","GA 197","KNO","KNO - CGK (Domestic)","121","0","121","9.075.000"
"4","2017-03-25","GA 195","KNO","KNO - CGK (Domestic)","66","0","66","4.950.000"
"5","2017-03-25","GA 193","KNO","KNO - CGK (Domestic)","89","3","92","6.675.000"
"6","2017-03-25","GA 191","KNO","KNO - CGK (Domestic)","94","13","107","7.050.000"
"7","2017-03-25","GA 189","KNO","KNO - CGK (Domestic)","140","13","153","10.500.000"
"8","2017-03-25","GA 187","KNO","KNO - CGK (Domestic)","123","3","126","9.225.000"
"9","2017-03-25","GA 185","KNO","KNO - CGK (Domestic)","98","10","108","7.350.000"
"10","2017-03-25","GA 183","KNO","KNO - CGK (Domestic)","134","1","135","10.050.000"
"11","2017-03-25","GA 181","KNO","KNO - CGK (Domestic)","103","0","103","7.725.000"
"12","2017-03-25","GA 123","KNO","KNO - CGK (Domestic)","115","2","117","8.625.000"
"13","2017-03-25","GA 7136","KNO","KNO - DTB (Domestic)","43","5","48","3.225.000"
"14","2017-03-25","GA 7134","KNO","KNO - FLZ (Domestic)","47","24","71","3.525.000"
"15","2017-03-25","GA 7116","KNO","KNO - GNS (Domestic)","69","2","71","5.175.000"
"16","2017-03-25","GA 266","KNO","KNO - PLM (Domestic)","84","0","84","6.300.000"
"Total"," "," "," "," ","1.530","81","1.611","114.750.000"
