"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-27","GA 648","CGK3","CGK3 - ? (Domestic)","94","9","103","12.220.000"
"2","2017-03-27","GA 646","CGK3","CGK3 - AMQ (Domestic)","54","0","54","7.020.000"
"3","2017-03-27","GA 534","CGK3","CGK3 - BDJ (Domestic)","46","3","49","5.980.000"
"4","2017-03-27","GA 532","CGK3","CGK3 - BDJ (Domestic)","53","34","87","6.890.000"
"5","2017-03-27","GA 538","CGK3","CGK3 - BDJ (Domestic)","47","3","50","6.110.000"
"6","2017-03-27","GA 530","CGK3","CGK3 - BDJ (Domestic)","69","0","69","8.970.000"
"7","2017-03-27","GA 528","CGK3","CGK3 - BDJ (Domestic)","60","3","63","7.800.000"
"8","2017-03-27","GA 536","CGK3","CGK3 - BDJ (Domestic)","71","3","74","9.230.000"
"9","2017-03-27","GA 296","CGK3","CGK3 - BKS (Domestic)","99","0","99","12.870.000"
"10","2017-03-27","GA 298","CGK3","CGK3 - BKS (Domestic)","47","24","71","6.110.000"
"11","2017-03-27","GA 566","CGK3","CGK3 - BPN (Domestic)","58","8","66","7.540.000"
"12","2017-03-27","GA 576","CGK3","CGK3 - BPN (Domestic)","85","3","88","11.050.000"
"13","2017-03-27","GA 572","CGK3","CGK3 - BPN (Domestic)","138","8","146","17.940.000"
"14","2017-03-27","GA 560","CGK3","CGK3 - BPN (Domestic)","51","0","51","6.630.000"
"15","2017-03-27","GA 562","CGK3","CGK3 - BPN (Domestic)","38","0","38","4.940.000"
"16","2017-03-27","GA 570","CGK3","CGK3 - BPN (Domestic)","42","20","62","5.460.000"
"17","2017-03-27","GA 568","CGK3","CGK3 - BPN (Domestic)","65","7","72","8.450.000"
"18","2017-03-27","GA 564","CGK3","CGK3 - BPN (Domestic)","63","14","77","8.190.000"
"19","2017-03-27","GA 152","CGK3","CGK3 - BTH (Domestic)","119","26","145","15.470.000"
"20","2017-03-27","GA 154","CGK3","CGK3 - BTH (Domestic)","63","88","151","8.190.000"
"21","2017-03-27","GA 150","CGK3","CGK3 - BTH (Domestic)","104","2","106","13.520.000"
"22","2017-03-27","GA 156","CGK3","CGK3 - BTH (Domestic)","90","50","140","11.700.000"
"23","2017-03-27","GA 142","CGK3","CGK3 - BTJ (Domestic)","88","18","106","11.440.000"
"24","2017-03-27","GA 146","CGK3","CGK3 - BTJ (Domestic)","72","24","96","9.360.000"
"25","2017-03-27","GA 140","CGK3","CGK3 - BTJ (Domestic)","132","0","132","17.160.000"
"26","2017-03-27","GA 128","CGK3","CGK3 - DJB (Domestic)","46","18","64","5.980.000"
"27","2017-03-27","GA 134","CGK3","CGK3 - DJB (Domestic)","72","21","93","9.360.000"
"28","2017-03-27","GA 126","CGK3","CGK3 - DJB (Domestic)","22","12","34","2.860.000"
"29","2017-03-27","GA 130","CGK3","CGK3 - DJB (Domestic)","64","1","65","8.320.000"
"30","2017-03-27","GA 132","CGK3","CGK3 - DJB (Domestic)","45","6","51","5.850.000"
