"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-13,"GA 127","DJB-CGK","134 ",1,135
2017-04-13,"GA 129","DJB-CGK","103 ",0,103
2017-04-13,"GA 131","DJB-CGK","124 ",2,126
2017-04-13,"GA 133","DJB-CGK","151 ",3,154
2017-04-13,"GA 135","DJB-CGK","149 ",0,149
2017-04-13,"GA 7115","DJB-PLM","62 ",2,64
