"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-02,"GA 648","CGK3-?
(Domestic)","129 ",9,138
2017-04-02,"GA 646","CGK3-AMQ
(Domestic)","117 ",9,126
2017-04-02,"GA 530","CGK3-BDJ
(Domestic)","46 ",1,47
2017-04-02,"GA 528","CGK3-BDJ
(Domestic)","128 ",35,163
2017-04-02,"GA 538","CGK3-BDJ
(Domestic)","91 ",13,104
2017-04-02,"GA 536","CGK3-BDJ
(Domestic)","72 ",20,92
2017-04-02,"GA 532","CGK3-BDJ
(Domestic)","88 ",7,95
2017-04-02,"GA 298","CGK3-BKS
(Domestic)","69 ",47,116
2017-04-02,"GA 296","CGK3-BKS
(Domestic)","32 ",0,32
2017-04-02,"GA 8022","CGK3-BPN
(Domestic)","111 ",2,113
2017-04-02,"GA 560","CGK3-BPN
(Domestic)","33 ",0,33
2017-04-02,"GA 562","CGK3-BPN
(Domestic)","23 ",0,23
2017-04-02,"GA 564","CGK3-BPN
(Domestic)","64 ",1,65
2017-04-02,"GA 576","CGK3-BPN
(Domestic)","116 ",14,130
2017-04-02,"GA 572","CGK3-BPN
(Domestic)","109 ",8,117
2017-04-02,"GA 568","CGK3-BPN
(Domestic)","88 ",35,123
2017-04-02,"GA 566","CGK3-BPN
(Domestic)","94 ",31,125
2017-04-02,"GA 570","CGK3-BPN
(Domestic)","94 ",6,100
2017-04-02,"GA 154","CGK3-BTH
(Domestic)","88 ",21,109
2017-04-02,"GA 152","CGK3-BTH
(Domestic)","59 ",9,68
2017-04-02,"GA 156","CGK3-BTH
(Domestic)","97 ",10,107
2017-04-02,"GA 158","CGK3-BTH
(Domestic)","102 ",9,111
2017-04-02,"GA 150","CGK3-BTH
(Domestic)","42 ",0,42
2017-04-02,"GA 140","CGK3-BTJ
(Domestic)","94 ",2,96
2017-04-02,"GA 146","CGK3-BTJ
(Domestic)","113 ",38,151
2017-04-02,"GA 142","CGK3-BTJ
(Domestic)","102 ",16,118
