"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-09","GA 270","KNO","KNO - BTH (Domestic)","74","1","75","5.550.000"
"2","2017-03-09","GA 121","KNO","KNO - CGK (Domestic)","122","4","126","9.150.000"
"3","2017-03-09","GA 197","KNO","KNO - CGK (Domestic)","103","2","105","7.725.000"
"4","2017-03-09","GA 193","KNO","KNO - CGK (Domestic)","136","1","137","10.200.000"
"5","2017-03-09","GA 191","KNO","KNO - CGK (Domestic)","118","3","121","8.850.000"
"6","2017-03-09","GA 189","KNO","KNO - CGK (Domestic)","114","23","137","8.550.000"
"7","2017-03-09","GA 187","KNO","KNO - CGK (Domestic)","136","1","137","10.200.000"
"8","2017-03-09","GA 123","KNO","KNO - CGK (Domestic)","110","0","110","8.250.000"
"9","2017-03-09","GA 181","KNO","KNO - CGK (Domestic)","87","0","87","6.525.000"
"10","2017-03-09","GA 183","KNO","KNO - CGK (Domestic)","109","0","109","8.175.000"
"11","2017-03-09","GA 185","KNO","KNO - CGK (Domestic)","104","6","110","7.800.000"
"12","2017-03-09","GA 7136","KNO","KNO - DTB (Domestic)","22","23","45","1.650.000"
"13","2017-03-09","GA 7134","KNO","KNO - FLZ (Domestic)","53","7","60","3.975.000"
"14","2017-03-09","GA 7116","KNO","KNO - GNS (Domestic)","56","0","56","4.200.000"
"15","2017-03-09","GA 7118","KNO","KNO - GNS (Domestic)","56","8","64","4.200.000"
"16","2017-03-09","GA 7124","KNO","KNO - LSW (Domestic)","19","49","68","1.425.000"
"17","2017-03-09","GA 266","KNO","KNO - PLM (Domestic)","70","0","70","5.250.000"
"Total"," "," "," "," ","1.489","128","1.617","111.675.000"
