"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-23","GA 270","KNO","KNO - BTH (Domestic)","60","2","62","4.500.000"
"2","2017-02-23","GA 121","KNO","KNO - CGK (Domestic)","145","1","146","10.875.000"
"3","2017-02-23","GA 7136","KNO","KNO - CGK (Domestic)","47","8","55","3.525.000"
"4","2017-02-23","GA 197","KNO","KNO - CGK (Domestic)","138","1","139","10.350.000"
"5","2017-02-23","GA 193","KNO","KNO - CGK (Domestic)","136","5","141","10.200.000"
"6","2017-02-23","GA 191","KNO","KNO - CGK (Domestic)","131","3","134","9.825.000"
"7","2017-02-23","GA 189","KNO","KNO - CGK (Domestic)","108","40","148","8.100.000"
"8","2017-02-23","GA 187","KNO","KNO - CGK (Domestic)","150","2","152","11.250.000"
"9","2017-02-23","GA 183","KNO","KNO - CGK (Domestic)","111","0","111","8.325.000"
"10","2017-02-23","GA 123","KNO","KNO - CGK (Domestic)","93","1","94","6.975.000"
"11","2017-02-23","GA 181","KNO","KNO - CGK (Domestic)","97","0","97","7.275.000"
"12","2017-02-23","GA 7118","KNO","KNO - GNS (Domestic)","55","12","67","4.125.000"
"13","2017-02-23","GA 7116","KNO","KNO - GNS (Domestic)","53","0","53","3.975.000"
"14","2017-02-23","GA 988","KNO","KNO - JED (International)","56","211","267","11.200.000"
"15","2017-02-23","GA 7124","KNO","KNO - LSW (Domestic)","23","24","47","1.725.000"
"16","2017-02-23","GA 266","KNO","KNO - PLM (Domestic)","95","1","96","7.125.000"
"17","2017-02-23","GA 850","KNO","KNO - SIN (International)","60","3","63","12.000.000"
"Total"," "," "," "," ","1.558","314","1.872","131.350.000"
