"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-22,"GA 7132","PLM-BKS
(Domestic)","63 ",2,65
2017-04-22,"GA 119","PLM-CGK
(Domestic)","90 ",0,90
2017-04-22,"GA 115","PLM-CGK
(Domestic)","85 ",1,86
2017-04-22,"GA 113","PLM-CGK
(Domestic)","144 ",2,146
2017-04-22,"GA 111","PLM-CGK
(Domestic)","143 ",4,147
2017-04-22,"GA 109","PLM-CGK
(Domestic)","156 ",0,156
2017-04-22,"GA 101","PLM-CGK
(Domestic)","89 ",0,89
2017-04-22,"GA 103","PLM-CGK
(Domestic)","113 ",4,117
2017-04-22,"GA 105","PLM-CGK
(Domestic)","133 ",2,135
2017-04-22,"GA 107","PLM-CGK
(Domestic)","147 ",0,147
2017-04-22,"GA 7114","PLM-DJB
(Domestic)","68 ",0,68
2017-04-22,"GA 266","PLM-DPS
(Domestic)","59 ",36,95
2017-04-22,"GA 267","PLM-KNO
(Domestic)","62 ",32,94
2017-04-22,"GA 7126","PLM-PGK
(Domestic)","70 ",1,71
2017-04-22,"GA 7128","PLM-TKG
(Domestic)","63 ",0,63
