"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-04,"GA 648","CGK3-?
(Domestic)","102 ",12,114
2017-04-04,"GA 646","CGK3-AMQ
(Domestic)","110 ",6,116
2017-04-04,"GA 536","CGK3-BDJ
(Domestic)","65 ",20,85
2017-04-04,"GA 530","CGK3-BDJ
(Domestic)","152 ",2,154
2017-04-04,"GA 532","CGK3-BDJ
(Domestic)","154 ",3,157
2017-04-04,"GA 534","CGK3-BDJ
(Domestic)","80 ",29,109
2017-04-04,"GA 538","CGK3-BDJ
(Domestic)","74 ",10,84
2017-04-04,"GA 528","CGK3-BDJ
(Domestic)","102 ",44,146
2017-04-04,"GA 296","CGK3-BKS
(Domestic)","104 ",1,105
2017-04-04,"GA 298","CGK3-BKS
(Domestic)","55 ",23,78
2017-04-04,"GA 570","CGK3-BPN
(Domestic)","126 ",12,138
2017-04-04,"GA 564","CGK3-BPN
(Domestic)","147 ",11,158
2017-04-04,"GA 560","CGK3-BPN
(Domestic)","143 ",0,143
2017-04-04,"GA 572","CGK3-BPN
(Domestic)","115 ",33,148
2017-04-04,"GA 566","CGK3-BPN
(Domestic)","75 ",9,84
2017-04-04,"GA 568","CGK3-BPN
(Domestic)","98 ",21,119
2017-04-04,"GA 576","CGK3-BPN
(Domestic)","104 ",13,117
2017-04-04,"GA 156","CGK3-BTH
(Domestic)","70 ",15,85
2017-04-04,"GA 150","CGK3-BTH
(Domestic)","98 ",0,98
2017-04-04,"GA 152","CGK3-BTH
(Domestic)","103 ",11,114
2017-04-04,"GA 158","CGK3-BTH
(Domestic)","74 ",14,88
2017-04-04,"GA 154","CGK3-BTH
(Domestic)","59 ",43,102
2017-04-04,"GA 140","CGK3-BTJ
(Domestic)","94 ",3,97
2017-04-04,"GA 146","CGK3-BTJ
(Domestic)","97 ",14,111
2017-04-04,"GA 142","CGK3-BTJ
(Domestic)","59 ",18,77
2017-04-04,"GA 128","CGK3-DJB
(Domestic)","41 ",15,56
2017-04-04,"GA 134","CGK3-DJB
(Domestic)","84 ",15,99
2017-04-04,"GA 126","CGK3-DJB
(Domestic)","78 ",19,97
2017-04-04,"GA 132","CGK3-DJB
(Domestic)","63 ",10,73
2017-04-04,"GA 130","CGK3-DJB
(Domestic)","88 ",3,91
2017-04-04,"GA 656","CGK3-DJJ
(Domestic)","122 ",9,131
2017-04-04,"GA 652","CGK3-DPS
(Domestic)","38 ",2,40
2017-04-04,"GA 422","CGK3-DPS
(Domestic)","137 ",14,151
2017-04-04,"GA 414","CGK3-DPS
(Domestic)","54 ",28,82
2017-04-04,"GA 418","CGK3-DPS
(Domestic)","105 ",2,107
2017-04-04,"GA 426","CGK3-DPS
(Domestic)","81 ",8,89
2017-04-04,"GA 424","CGK3-DPS
(Domestic)","35 ",5,40
2017-04-04,"GA 420","CGK3-DPS
(Domestic)","48 ",26,74
2017-04-04,"GA 412","CGK3-DPS
(Domestic)","147 ",7,154
2017-04-04,"GA 410","CGK3-DPS
(Domestic)","79 ",38,117
2017-04-04,"GA 408","CGK3-DPS
(Domestic)","104 ",8,112
2017-04-04,"GA 404","CGK3-DPS
(Domestic)","74 ",14,88
2017-04-04,"GA 402","CGK3-DPS
(Domestic)","116 ",0,116
2017-04-04,"GA 400","CGK3-DPS
(Domestic)","131 ",1,132
2017-04-04,"GA 438","CGK3-DPS
(Domestic)","81 ",0,81
2017-04-04,"GA 208","CGK3-JOG
(Domestic)","128 ",11,139
2017-04-04,"GA 218","CGK3-JOG
(Domestic)","94 ",27,121
2017-04-04,"GA 214","CGK3-JOG
(Domestic)","104 ",30,134
2017-04-04,"GA 212","CGK3-JOG
(Domestic)","86 ",33,119
2017-04-04,"GA 210","CGK3-JOG
(Domestic)","80 ",21,101
2017-04-04,"GA 206","CGK3-JOG
(Domestic)","145 ",1,146
2017-04-04,"GA 204","CGK3-JOG
(Domestic)","150 ",1,151
2017-04-04,"GA 202","CGK3-JOG
(Domestic)","147 ",0,147
2017-04-04,"GA 216","CGK3-JOG
(Domestic)","118 ",24,142
2017-04-04,"GA 122A","CGK3-KNO
(Domestic)","2 ",0,2
2017-04-04,"GA 122","CGK3-KNO
(Domestic)","62 ",11,73
2017-04-04,"GA 118","CGK3-KNO
(Domestic)","83 ",11,94
2017-04-04,"GA 180","CGK3-KNO
(Domestic)","101 ",4,105
2017-04-04,"GA 186","CGK3-KNO
(Domestic)","86 ",16,102
2017-04-04,"GA 182","CGK3-KNO
(Domestic)","120 ",6,126
2017-04-04,"GA 184","CGK3-KNO
(Domestic)","75 ",11,86
2017-04-04,"GA 188","CGK3-KNO
(Domestic)","70 ",26,96
2017-04-04,"GA 190","CGK3-KNO
(Domestic)","110 ",11,121
2017-04-04,"GA 196","CGK3-KNO
(Domestic)","94 ",8,102
2017-04-04,"GA 194","CGK3-KNO
(Domestic)","130 ",1,131
2017-04-04,"GA 192","CGK3-KNO
(Domestic)","97 ",7,104
2017-04-04,"GA 456","CGK3-KOE
(Domestic)","56 ",0,56
2017-04-04,"GA 452","CGK3-LBJ
(Domestic)","57 ",0,57
2017-04-04,"GA 430","CGK3-LOP
(Domestic)","94 ",7,101
2017-04-04,"GA 434","CGK3-LOP
(Domestic)","115 ",0,115
2017-04-04,"GA 440","CGK3-LOP
(Domestic)","64 ",4,68
2017-04-04,"GA 432","CGK3-LOP
(Domestic)","52 ",11,63
2017-04-04,"GA 600","CGK3-MDC
(Domestic)","83 ",8,91
2017-04-04,"GA 626","CGK3-MDC
(Domestic)","79 ",10,89
2017-04-04,"GA 606","CGK3-MDC
(Domestic)","67 ",11,78
2017-04-04,"GA 602","CGK3-MDC
(Domestic)","126 ",1,127
2017-04-04,"GA 290","CGK3-MLG
(Domestic)","126 ",7,133
2017-04-04,"GA 292","CGK3-MLG
(Domestic)","72 ",25,97
2017-04-04,"GA 124","CGK3-PDG
(Domestic)","60 ",3,63
2017-04-04,"GA 148","CGK3-PDG
(Domestic)","87 ",21,108
2017-04-04,"GA 160","CGK3-PDG
(Domestic)","64 ",2,66
2017-04-04,"GA 166","CGK3-PDG
(Domestic)","84 ",10,94
