"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-26","GA 648","CGK3","CGK3 - ? (Domestic)","118","11","129","15.340.000"
"2","2017-03-26","GA 646","CGK3","CGK3 - AMQ (Domestic)","114","0","114","14.820.000"
"3","2017-03-26","GA 538","CGK3","CGK3 - BDJ (Domestic)","60","6","66","7.800.000"
"4","2017-03-26","GA 534","CGK3","CGK3 - BDJ (Domestic)","137","4","141","17.810.000"
"5","2017-03-26","GA 532","CGK3","CGK3 - BDJ (Domestic)","90","29","119","11.700.000"
"6","2017-03-26","GA 530","CGK3","CGK3 - BDJ (Domestic)","60","1","61","7.800.000"
"7","2017-03-26","GA 536","CGK3","CGK3 - BDJ (Domestic)","113","6","119","14.690.000"
"8","2017-03-26","GA 298","CGK3","CGK3 - BKS (Domestic)","84","53","137","10.920.000"
"9","2017-03-26","GA 296","CGK3","CGK3 - BKS (Domestic)","99","6","105","12.870.000"
"10","2017-03-26","GA 562","CGK3","CGK3 - BPN (Domestic)","37","0","37","4.810.000"
"11","2017-03-26","GA 568","CGK3","CGK3 - BPN (Domestic)","77","22","99","10.010.000"
"12","2017-03-26","GA 576","CGK3","CGK3 - BPN (Domestic)","87","3","90","11.310.000"
"13","2017-03-26","GA 572","CGK3","CGK3 - BPN (Domestic)","106","10","116","13.780.000"
"14","2017-03-26","GA 566","CGK3","CGK3 - BPN (Domestic)","123","2","125","15.990.000"
"15","2017-03-26","GA 570","CGK3","CGK3 - BPN (Domestic)","118","23","141","15.340.000"
"16","2017-03-26","GA 564","CGK3","CGK3 - BPN (Domestic)","103","22","125","13.260.000"
"17","2017-03-26","GA 560","CGK3","CGK3 - BPN (Domestic)","29","0","29","3.770.000"
"18","2017-03-26","GA 156","CGK3","CGK3 - BTH (Domestic)","123","25","148","15.990.000"
"19","2017-03-26","GA 154","CGK3","CGK3 - BTH (Domestic)","144","7","151","18.720.000"
"20","2017-03-26","GA 152","CGK3","CGK3 - BTH (Domestic)","130","20","150","16.900.000"
"21","2017-03-26","GA 146","CGK3","CGK3 - BTJ (Domestic)","97","25","122","12.610.000"
"22","2017-03-26","GA 140","CGK3","CGK3 - BTJ (Domestic)","82","5","87","10.660.000"
"23","2017-03-26","GA 142","CGK3","CGK3 - BTJ (Domestic)","90","36","126","11.700.000"
"24","2017-03-26","GA 128","CGK3","CGK3 - DJB (Domestic)","94","15","109","12.220.000"
"25","2017-03-26","GA 134","CGK3","CGK3 - DJB (Domestic)","86","16","102","11.180.000"
"26","2017-03-26","GA 132","CGK3","CGK3 - DJB (Domestic)","79","24","103","10.270.000"
"27","2017-03-26","GA 130","CGK3","CGK3 - DJB (Domestic)","39","11","50","5.070.000"
"28","2017-03-26","GA 126","CGK3","CGK3 - DJB (Domestic)","53","8","61","6.890.000"
"29","2017-03-26","GA 656","CGK3","CGK3 - DJJ (Domestic)","84","10","94","10.920.000"
"30","2017-03-26","GA 412","CGK3","CGK3 - DPS (Domestic)","246","2","248","1.200.000"
"31","2017-03-26","GA 652","CGK3","CGK3 - DPS (Domestic)","71","9","80","9.230.000"
"32","2017-03-26","GA 426","CGK3","CGK3 - DPS (Domestic)","73","18","91","9.490.000"
"33","2017-03-26","GA 418","CGK3","CGK3 - DPS (Domestic)","92","20","112","420.000"
"34","2017-03-26","GA 422","CGK3","CGK3 - DPS (Domestic)","162","7","169","21.060.000"
"35","2017-03-26","GA 424","CGK3","CGK3 - DPS (Domestic)","65","2","67","8.450.000"
"36","2017-03-26","GA 420","CGK3","CGK3 - DPS (Domestic)","58","5","63","7.540.000"
"37","2017-03-26","GA 414","CGK3","CGK3 - DPS (Domestic)","68","3","71","180.000"
"38","2017-03-26","GA 410","CGK3","CGK3 - DPS (Domestic)","147","9","156","19.110.000"
"39","2017-03-26","GA 408","CGK3","CGK3 - DPS (Domestic)","114","4","118","14.820.000"
