"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-02-27,"GA 334","BDO-DPS
(Domestic)","94 ",1,95
2017-02-27,"GA 372","BDO-SUB
(Domestic)","81 ",1,82
2017-02-27,"MI 195","BDO-SIN
(International)","87 ",1,88
