"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-20,"GA 7132","PLM-BKS
(Domestic)","48 ",0,48
2017-04-20,"GA 101","PLM-CGK
(Domestic)","113 ",1,114
2017-04-20,"GA 119","PLM-CGK
(Domestic)","128 ",0,128
2017-04-20,"GA 117","PLM-CGK
(Domestic)","89 ",1,90
2017-04-20,"GA 115","PLM-CGK
(Domestic)","138 ",3,141
2017-04-20,"GA 113","PLM-CGK
(Domestic)","133 ",3,136
2017-04-20,"GA 111","PLM-CGK
(Domestic)","119 ",1,120
2017-04-20,"GA 109","PLM-CGK
(Domestic)","101 ",0,101
2017-04-20,"GA 107","PLM-CGK
(Domestic)","101 ",1,102
2017-04-20,"GA 105","PLM-CGK
(Domestic)","72 ",2,74
2017-04-20,"GA 103","PLM-CGK
(Domestic)","81 ",0,81
2017-04-20,"GA 7114","PLM-DJB
(Domestic)","51 ",1,52
2017-04-20,"GA 266","PLM-DPS
(Domestic)","64 ",31,95
2017-04-20,"GA 267","PLM-KNO
(Domestic)","63 ",15,78
2017-04-20,"GA 7126","PLM-PGK
(Domestic)","62 ",2,64
2017-04-20,"GA 7128","PLM-TKG
(Domestic)","52 ",0,52
2017-04-20,"MI 163","PLM-SIN
(International)","136 ",0,136
