"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-19,"GA 334","BDO-DPS
(Domestic)","95 ",3,98
2017-03-19,"GA 372","BDO-SUB
(Domestic)","142 ",2,144
2017-03-19,"MI 193","BDO-SIN
(International)","142 ",5,147
