"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-24","GA 270","KNO","KNO - BTH (Domestic)","75","0","75","5.625.000"
"2","2017-02-24","GA 121","KNO","KNO - CGK (Domestic)","126","27","153","9.450.000"
"3","2017-02-24","GA 197","KNO","KNO - CGK (Domestic)","108","1","109","8.100.000"
"4","2017-02-24","GA 195","KNO","KNO - CGK (Domestic)","132","1","133","9.900.000"
"5","2017-02-24","GA 193","KNO","KNO - CGK (Domestic)","152","2","154","11.400.000"
"6","2017-02-24","GA 191","KNO","KNO - CGK (Domestic)","154","1","155","11.550.000"
"7","2017-02-24","GA 189","KNO","KNO - CGK (Domestic)","105","42","147","7.875.000"
"8","2017-02-24","GA 187","KNO","KNO - CGK (Domestic)","128","3","131","9.600.000"
"9","2017-02-24","GA 123","KNO","KNO - CGK (Domestic)","109","1","110","8.175.000"
"10","2017-02-24","GA 181","KNO","KNO - CGK (Domestic)","75","28","103","5.625.000"
"11","2017-02-24","GA 183","KNO","KNO - CGK (Domestic)","135","0","135","10.125.000"
"12","2017-02-24","GA 185","KNO","KNO - CGK (Domestic)","84","4","88","6.300.000"
"13","2017-02-24","GA 7136","KNO","KNO - DTB (Domestic)","26","1","27","1.950.000"
"14","2017-02-24","GA 7116","KNO","KNO - GNS (Domestic)","30","1","31","2.250.000"
"15","2017-02-24","GA 7118","KNO","KNO - GNS (Domestic)","29","10","39","2.175.000"
"16","2017-02-24","GA 7124","KNO","KNO - LSW (Domestic)","12","27","39","900.000"
"17","2017-02-24","GA 266","KNO","KNO - PLM (Domestic)","76","6","82","5.700.000"
"18","2017-02-24","GA 7112","KNO","KNO - SBG (Domestic)","25","0","25","1.875.000"
"19","2017-02-24","GA 850","KNO","KNO - SIN (International)","77","1","78","15.400.000"
"Total"," "," "," "," ","1.658","156","1.814","133.975.000"
