"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-22","GA 270","KNO","KNO - BTH (Domestic)","77","2","79","5.775.000"
"2","2017-02-22","GA 121","KNO","KNO - CGK (Domestic)","126","14","140","9.450.000"
"3","2017-02-22","GA 197","KNO","KNO - CGK (Domestic)","154","2","156","11.550.000"
"4","2017-02-22","GA 195","KNO","KNO - CGK (Domestic)","84","2","86","6.300.000"
"5","2017-02-22","GA 193","KNO","KNO - CGK (Domestic)","129","8","137","9.675.000"
"6","2017-02-22","GA 191","KNO","KNO - CGK (Domestic)","150","4","154","11.250.000"
"7","2017-02-22","GA 189","KNO","KNO - CGK (Domestic)","131","25","156","9.825.000"
"8","2017-02-22","GA 123","KNO","KNO - CGK (Domestic)","160","0","160","12.000.000"
"9","2017-02-22","GA 181","KNO","KNO - CGK (Domestic)","155","1","156","11.625.000"
"10","2017-02-22","GA 185","KNO","KNO - CGK (Domestic)","156","0","156","11.700.000"
"11","2017-02-22","GA 187","KNO","KNO - CGK (Domestic)","154","4","158","11.550.000"
"12","2017-02-22","GA 7136","KNO","KNO - DTB (Domestic)","27","20","47","2.025.000"
"13","2017-02-22","GA 7118","KNO","KNO - GNS (Domestic)","54","5","59","4.050.000"
"14","2017-02-22","GA 7122","KNO","KNO - GNS (Domestic)","40","0","40","3.000.000"
"15","2017-02-22","GA 7124","KNO","KNO - LSW (Domestic)","42","20","62","3.150.000"
"16","2017-02-22","GA 266","KNO","KNO - PLM (Domestic)","83","1","84","6.225.000"
"17","2017-02-22","GA 850","KNO","KNO - SIN (International)","54","0","54","10.800.000"
"Total"," "," "," "," ","1.776","108","1.884","139.950.000"
