"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-28,"GA 501","PNK-CGK","57 ",2,59
2017-04-28,"GA 515","PNK-CGK","85 ",38,123
2017-04-28,"GA 513","PNK-CGK","109 ",21,130
2017-04-28,"GA 511","PNK-CGK","76 ",9,85
2017-04-28,"GA 507","PNK-CGK","80 ",2,82
2017-04-28,"GA 505","PNK-CGK","96 ",1,97
2017-04-28,"GA 503","PNK-CGK","87 ",0,87
2017-04-28,"GA 7532","PNK-KTG","27 ",28,55
2017-04-28,"GA 7523","PNK-PKY","19 ",1,20
2017-04-28,"GA 7524","PNK-PSU","35 ",10,45
2017-04-28,"GA 7534","PNK-SQG","17 ",18,35
