"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-20","GA 270","KNO","KNO - BTH (Domestic)","66","1","67","4.950.000"
"2","2017-02-20","GA 121","KNO","KNO - CGK (Domestic)","132","13","145","9.900.000"
"3","2017-02-20","GA 197","KNO","KNO - CGK (Domestic)","111","3","114","8.325.000"
"4","2017-02-20","GA 195","KNO","KNO - CGK (Domestic)","91","0","91","6.825.000"
"5","2017-02-20","GA 193","KNO","KNO - CGK (Domestic)","110","1","111","8.250.000"
"6","2017-02-20","GA 191","KNO","KNO - CGK (Domestic)","131","8","139","9.825.000"
"7","2017-02-20","GA 189","KNO","KNO - CGK (Domestic)","120","34","154","9.000.000"
"8","2017-02-20","GA 185","KNO","KNO - CGK (Domestic)","120","16","136","9.000.000"
"9","2017-02-20","GA 183","KNO","KNO - CGK (Domestic)","115","0","115","8.625.000"
"10","2017-02-20","GA 181","KNO","KNO - CGK (Domestic)","126","2","128","9.450.000"
"11","2017-02-20","GA 123","KNO","KNO - CGK (Domestic)","104","0","104","7.800.000"
"12","2017-02-20","GA 7136","KNO","KNO - DTB (Domestic)","10","21","31","750.000"
"13","2017-02-20","GA 7134","KNO","KNO - FLZ (Domestic)","56","2","58","4.200.000"
"14","2017-02-20","GA 7118","KNO","KNO - GNS (Domestic)","36","3","39","2.700.000"
"15","2017-02-20","GA 7116","KNO","KNO - GNS (Domestic)","43","1","44","3.225.000"
"16","2017-02-20","GA 988","KNO","KNO - JED (International)","47","180","227","9.400.000"
"17","2017-02-20","GA 7124","KNO","KNO - LSW (Domestic)","28","39","67","2.100.000"
"18","2017-02-20","GA 266","KNO","KNO - PLM (Domestic)","65","1","66","4.875.000"
"19","2017-02-20","GA 850","KNO","KNO - SIN (International)","58","2","60","11.600.000"
"Total"," "," "," "," ","1.569","327","1.896","130.800.000"
