"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-04,"GA 270","KNO-BTH
(Domestic)","55 ",1,56
2017-04-04,"GA 121","KNO-CGK
(Domestic)","118 ",1,119
2017-04-04,"GA 197","KNO-CGK
(Domestic)","113 ",1,114
2017-04-04,"GA 195","KNO-CGK
(Domestic)","129 ",1,130
2017-04-04,"GA 191","KNO-CGK
(Domestic)","136 ",0,136
2017-04-04,"GA 189","KNO-CGK
(Domestic)","142 ",2,144
2017-04-04,"GA 187","KNO-CGK
(Domestic)","142 ",0,142
2017-04-04,"GA 185","KNO-CGK
(Domestic)","112 ",2,114
2017-04-04,"GA 183","KNO-CGK
(Domestic)","104 ",1,105
2017-04-04,"GA 181","KNO-CGK
(Domestic)","90 ",1,91
2017-04-04,"GA 123","KNO-CGK
(Domestic)","107 ",1,108
2017-04-04,"GA 7136","KNO-DTB
(Domestic)","23 ",1,24
2017-04-04,"GA 7134","KNO-FLZ
(Domestic)","44 ",21,65
2017-04-04,"GA 7116","KNO-GNS
(Domestic)","59 ",2,61
2017-04-04,"GA 266","KNO-PLM
(Domestic)","42 ",0,42
2017-04-04,"GA 850","KNO-SIN
(International)","48 ",1,49
2017-04-04,"MH 861","KNO-KUL
(International)","134 ",2,136
2017-04-04,"MH 865","KNO-KUL
(International)","89 ",2,91
2017-04-04,"MI 233","KNO-SIN
(International)","127 ",0,127
