"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-07,"GA 7132","PLM-BKS
(Domestic)","47 ",0,47
2017-04-07,"GA 119","PLM-CGK
(Domestic)","146 ",0,146
2017-04-07,"GA 117","PLM-CGK
(Domestic)","145 ",2,147
2017-04-07,"GA 115","PLM-CGK
(Domestic)","153 ",2,155
2017-04-07,"GA 113","PLM-CGK
(Domestic)","161 ",0,161
2017-04-07,"GA 111","PLM-CGK
(Domestic)","159 ",2,161
2017-04-07,"GA 109C","PLM-CGK
(Domestic)","162 ",2,164
2017-04-07,"GA 101","PLM-CGK
(Domestic)","114 ",2,116
2017-04-07,"GA 103","PLM-CGK
(Domestic)","141 ",0,141
2017-04-07,"GA 105","PLM-CGK
(Domestic)","132 ",2,134
2017-04-07,"GA 109","PLM-CGK
(Domestic)","97 ",0,97
2017-04-07,"GA 7114","PLM-DJB
(Domestic)","70 ",1,71
2017-04-07,"GA 266","PLM-DPS
(Domestic)","22 ",37,59
2017-04-07,"GA 266C","PLM-DPS
(Domestic)","34 ",52,86
2017-04-07,"GA 267","PLM-KNO
(Domestic)","37 ",10,47
2017-04-07,"GA 7126","PLM-PGK
(Domestic)","37 ",1,38
2017-04-07,"GA 7128","PLM-TKG
(Domestic)","69 ",0,69
