"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-01","GA 270","KNO","KNO - BTH (Domestic)","74","1","75","5.550.000"
"2","2017-02-01","GA 121","KNO","KNO - CGK (Domestic)","132","16","148","9.900.000"
"3","2017-02-01","GA 197","KNO","KNO - CGK (Domestic)","96","2","98","7.200.000"
"4","2017-02-01","GA 195","KNO","KNO - CGK (Domestic)","101","2","103","7.575.000"
"5","2017-02-01","GA 193","KNO","KNO - CGK (Domestic)","119","14","133","8.925.000"
"6","2017-02-01","GA 191","KNO","KNO - CGK (Domestic)","119","7","126","8.925.000"
"7","2017-02-01","GA 189","KNO","KNO - CGK (Domestic)","113","26","139","8.475.000"
"8","2017-02-01","GA 187","KNO","KNO - CGK (Domestic)","109","7","116","8.175.000"
"9","2017-02-01","GA 123","KNO","KNO - CGK (Domestic)","99","0","99","7.425.000"
"10","2017-02-01","GA 181","KNO","KNO - CGK (Domestic)","111","0","111","8.325.000"
"11","2017-02-01","GA 183","KNO","KNO - CGK (Domestic)","97","1","98","7.275.000"
"12","2017-02-01","GA 185","KNO","KNO - CGK (Domestic)","100","2","102","7.500.000"
"13","2017-02-01","GA 7136","KNO","KNO - DTB (Domestic)","24","9","33","1.800.000"
"14","2017-02-01","GA 7118","KNO","KNO - GNS (Domestic)","34","5","39","2.550.000"
"15","2017-02-01","GA 7122","KNO","KNO - GNS (Domestic)","48","5","53","3.600.000"
"16","2017-02-01","GA 7124","KNO","KNO - LSW (Domestic)","17","50","67","1.275.000"
"17","2017-02-01","GA 266","KNO","KNO - PLM (Domestic)","49","0","49","3.675.000"
"18","2017-02-01","GA 850","KNO","KNO - SIN (International)","151","3","154","30.200.000"
"Total"," "," "," "," ","1.593","150","1.743","138.350.000"
