"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-27","GA 270","KNO","KNO - BTH (Domestic)","67","1","68","5.025.000"
"2","2017-02-27","GA 121","KNO","KNO - CGK (Domestic)","129","28","157","9.675.000"
"3","2017-02-27","GA 197","KNO","KNO - CGK (Domestic)","91","0","91","6.825.000"
"4","2017-02-27","GA 195","KNO","KNO - CGK (Domestic)","84","0","84","6.300.000"
"5","2017-02-27","GA 193","KNO","KNO - CGK (Domestic)","149","3","152","11.175.000"
"6","2017-02-27","GA 187","KNO","KNO - CGK (Domestic)","138","7","145","10.350.000"
"7","2017-02-27","GA 185","KNO","KNO - CGK (Domestic)","101","9","110","7.575.000"
"8","2017-02-27","GA 183","KNO","KNO - CGK (Domestic)","105","1","106","7.875.000"
"9","2017-02-27","GA 181","KNO","KNO - CGK (Domestic)","112","0","112","8.400.000"
"10","2017-02-27","GA 123","KNO","KNO - CGK (Domestic)","112","0","112","8.400.000"
"11","2017-02-27","GA 7136","KNO","KNO - DTB (Domestic)","26","12","38","1.950.000"
"12","2017-02-27","GA 7134","KNO","KNO - FLZ (Domestic)","63","1","64","4.725.000"
"13","2017-02-27","GA 7116","KNO","KNO - GNS (Domestic)","44","5","49","3.300.000"
"14","2017-02-27","GA 7118","KNO","KNO - GNS (Domestic)","56","5","61","4.200.000"
"15","2017-02-27","GA 988","KNO","KNO - JED (International)","26","167","193","5.200.000"
"16","2017-02-27","GA 7124","KNO","KNO - LSW (Domestic)","20","49","69","1.500.000"
"17","2017-02-27","GA 266","KNO","KNO - PLM (Domestic)","56","0","56","4.200.000"
"18","2017-02-27","GA 850","KNO","KNO - SIN (International)","18","0","18","3.600.000"
"Total"," "," "," "," ","1.397","288","1.685","110.275.000"
