"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-15","GA 270","KNO","KNO - BTH (Domestic)","60","1","61","4.500.000"
"2","2017-02-15","GA 123","KNO","KNO - CGK (Domestic)","138","0","138","10.350.000"
"3","2017-02-15","GA 197","KNO","KNO - CGK (Domestic)","124","0","124","9.300.000"
"4","2017-02-15","GA 193","KNO","KNO - CGK (Domestic)","107","13","120","8.025.000"
"5","2017-02-15","GA 191","KNO","KNO - CGK (Domestic)","118","7","125","8.850.000"
"6","2017-02-15","GA 189","KNO","KNO - CGK (Domestic)","142","5","147","10.650.000"
"7","2017-02-15","GA 187","KNO","KNO - CGK (Domestic)","117","2","119","8.775.000"
"8","2017-02-15","GA 185","KNO","KNO - CGK (Domestic)","141","3","144","10.575.000"
"9","2017-02-15","GA 183","KNO","KNO - CGK (Domestic)","105","3","108","7.875.000"
"10","2017-02-15","GA 181","KNO","KNO - CGK (Domestic)","114","2","116","8.550.000"
"11","2017-02-15","GA 7136","KNO","KNO - DTB (Domestic)","35","7","42","2.625.000"
"12","2017-02-15","GA 7116","KNO","KNO - GNS (Domestic)","50","2","52","3.750.000"
"13","2017-02-15","GA 7118","KNO","KNO - GNS (Domestic)","59","8","67","4.425.000"
"14","2017-02-15","GA 266","KNO","KNO - PLM (Domestic)","49","1","50","3.675.000"
"15","2017-02-15","GA 850","KNO","KNO - SIN (International)","48","1","49","9.600.000"
"Total"," "," "," "," ","1.407","55","1.462","111.525.000"
