"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-09","GA 270","KNO","KNO - BTH (Domestic)","63","1","64","4.725.000"
"2","2017-02-09","GA 121","KNO","KNO - CGK (Domestic)","136","7","143","10.200.000"
"3","2017-02-09","GA 197","KNO","KNO - CGK (Domestic)","113","2","115","8.475.000"
"4","2017-02-09","GA 193","KNO","KNO - CGK (Domestic)","140","2","142","10.500.000"
"5","2017-02-09","GA 191","KNO","KNO - CGK (Domestic)","150","2","152","11.250.000"
"6","2017-02-09","GA 189","KNO","KNO - CGK (Domestic)","116","28","144","8.700.000"
"7","2017-02-09","GA 187","KNO","KNO - CGK (Domestic)","105","5","110","7.875.000"
"8","2017-02-09","GA 185","KNO","KNO - CGK (Domestic)","110","9","119","8.250.000"
"9","2017-02-09","GA 183","KNO","KNO - CGK (Domestic)","118","0","118","8.850.000"
"10","2017-02-09","GA 181","KNO","KNO - CGK (Domestic)","127","0","127","9.525.000"
"11","2017-02-09","GA 123","KNO","KNO - CGK (Domestic)","124","0","124","9.300.000"
"12","2017-02-09","GA 7136","KNO","KNO - DTB (Domestic)","10","4","14","750.000"
"13","2017-02-09","GA 7134","KNO","KNO - FLZ (Domestic)","62","4","66","4.650.000"
"14","2017-02-09","GA 7118","KNO","KNO - GNS (Domestic)","45","21","66","3.375.000"
"15","2017-02-09","GA 7116","KNO","KNO - GNS (Domestic)","38","0","38","2.850.000"
"16","2017-02-09","GA 988","KNO","KNO - JED (International)","41","184","225","8.200.000"
"17","2017-02-09","GA 7124","KNO","KNO - LSW (Domestic)","37","32","69","2.775.000"
"18","2017-02-09","GA 266","KNO","KNO - PLM (Domestic)","67","1","68","5.025.000"
"19","2017-02-09","GA 850","KNO","KNO - SIN (International)","66","1","67","13.200.000"
"Total"," "," "," "," ","1.668","303","1.971","138.475.000"
