"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-06","GA 648","CGK3","CGK3 - ? (Domestic)","133","16","149","17.290.000"
"2","2017-03-06","GA 646","CGK3","CGK3 - AMQ (Domestic)","100","2","102","13.000.000"
"3","2017-03-06","GA 536","CGK3","CGK3 - BDJ (Domestic)","71","4","75","9.230.000"
"4","2017-03-06","GA 534","CGK3","CGK3 - BDJ (Domestic)","81","3","84","10.530.000"
"5","2017-03-06","GA 532","CGK3","CGK3 - BDJ (Domestic)","132","19","151","17.160.000"
"6","2017-03-06","GA 538","CGK3","CGK3 - BDJ (Domestic)","43","2","45","5.590.000"
"7","2017-03-06","GA 530","CGK3","CGK3 - BDJ (Domestic)","147","1","148","19.110.000"
"8","2017-03-06","GA 528","CGK3","CGK3 - BDJ (Domestic)","65","30","95","8.450.000"
"9","2017-03-06","GA 298","CGK3","CGK3 - BKS (Domestic)","71","33","104","9.230.000"
"10","2017-03-06","GA 296","CGK3","CGK3 - BKS (Domestic)","91","1","92","11.830.000"
"11","2017-03-06","GA 562","CGK3","CGK3 - BPN (Domestic)","136","0","136","17.680.000"
"12","2017-03-06","GA 576","CGK3","CGK3 - BPN (Domestic)","131","19","150","17.030.000"
"13","2017-03-06","GA 572","CGK3","CGK3 - BPN (Domestic)","115","26","141","14.950.000"
"14","2017-03-06","GA 570","CGK3","CGK3 - BPN (Domestic)","73","7","80","9.490.000"
"15","2017-03-06","GA 560","CGK3","CGK3 - BPN (Domestic)","114","0","114","14.690.000"
"16","2017-03-06","GA 566","CGK3","CGK3 - BPN (Domestic)","81","6","87","10.530.000"
"17","2017-03-06","GA 564","CGK3","CGK3 - BPN (Domestic)","112","6","118","14.560.000"
"18","2017-03-06","GA 568","CGK3","CGK3 - BPN (Domestic)","149","12","161","19.370.000"
"19","2017-03-06","GA 150","CGK3","CGK3 - BTH (Domestic)","156","1","157","20.280.000"
"20","2017-03-06","GA 156","CGK3","CGK3 - BTH (Domestic)","115","32","147","14.950.000"
"21","2017-03-06","GA 152","CGK3","CGK3 - BTH (Domestic)","125","21","146","16.250.000"
"22","2017-03-06","GA 158","CGK3","CGK3 - BTH (Domestic)","74","13","87","9.620.000"
"23","2017-03-06","GA 142","CGK3","CGK3 - BTJ (Domestic)","90","24","114","11.700.000"
"24","2017-03-06","GA 146","CGK3","CGK3 - BTJ (Domestic)","80","30","110","10.400.000"
"25","2017-03-06","GA 140","CGK3","CGK3 - BTJ (Domestic)","102","0","102","13.260.000"
"26","2017-03-06","GA 128","CGK3","CGK3 - DJB (Domestic)","49","17","66","6.370.000"
"27","2017-03-06","GA 134","CGK3","CGK3 - DJB (Domestic)","108","12","120","14.040.000"
"28","2017-03-06","GA 126","CGK3","CGK3 - DJB (Domestic)","81","12","93","10.530.000"
"29","2017-03-06","GA 130","CGK3","CGK3 - DJB (Domestic)","103","1","104","13.390.000"
"30","2017-03-06","GA 132","CGK3","CGK3 - DJB (Domestic)","83","5","88","10.790.000"
"31","2017-03-06","GA 656","CGK3","CGK3 - DJJ (Domestic)","106","9","115","13.780.000"
