"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-09,"GA 125","PDG-CGK","135 ",0,135
2017-03-09,"GA 149","PDG-CGK","120 ",2,122
2017-03-09,"GA 161","PDG-CGK","107 ",0,107
2017-03-09,"GA 163","PDG-CGK","126 ",2,128
2017-03-09,"GA 165","PDG-CGK","145 ",0,145
2017-03-09,"GA 167","PDG-CGK","105 ",1,106
2017-03-09,"GA 169","PDG-CGK","71 ",0,71
