"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-01","GA 648","CGK3","CGK3 - ? (Domestic)","113","3","116","14.690.000"
"2","2017-03-01","GA 646","CGK3","CGK3 - AMQ (Domestic)","115","2","117","14.950.000"
"3","2017-03-01","GA 538","CGK3","CGK3 - BDJ (Domestic)","56","10","66","7.280.000"
"4","2017-03-01","GA 530","CGK3","CGK3 - BDJ (Domestic)","122","0","122","15.860.000"
"5","2017-03-01","GA 532","CGK3","CGK3 - BDJ (Domestic)","149","11","160","19.370.000"
"6","2017-03-01","GA 534","CGK3","CGK3 - BDJ (Domestic)","83","3","86","10.790.000"
"7","2017-03-01","GA 536","CGK3","CGK3 - BDJ (Domestic)","86","17","103","11.180.000"
"8","2017-03-01","GA 528","CGK3","CGK3 - BDJ (Domestic)","96","30","126","12.480.000"
"9","2017-03-01","GA 298","CGK3","CGK3 - BKS (Domestic)","74","32","106","9.620.000"
"10","2017-03-01","GA 296","CGK3","CGK3 - BKS (Domestic)","60","0","60","7.800.000"
"11","2017-03-01","GA 572","CGK3","CGK3 - BPN (Domestic)","143","17","160","18.590.000"
"12","2017-03-01","GA 570","CGK3","CGK3 - BPN (Domestic)","95","15","110","12.350.000"
"13","2017-03-01","GA 568","CGK3","CGK3 - BPN (Domestic)","118","20","138","15.340.000"
"14","2017-03-01","GA 566","CGK3","CGK3 - BPN (Domestic)","80","15","95","10.400.000"
"15","2017-03-01","GA 564","CGK3","CGK3 - BPN (Domestic)","128","11","139","16.640.000"
"16","2017-03-01","GA 562","CGK3","CGK3 - BPN (Domestic)","132","0","132","17.160.000"
"17","2017-03-01","GA 560","CGK3","CGK3 - BPN (Domestic)","98","1","99","12.740.000"
"18","2017-03-01","GA 576","CGK3","CGK3 - BPN (Domestic)","116","4","120","15.080.000"
"19","2017-03-01","GA 154","CGK3","CGK3 - BTH (Domestic)","127","27","154","16.510.000"
"20","2017-03-01","GA 152","CGK3","CGK3 - BTH (Domestic)","80","73","153","10.400.000"
"21","2017-03-01","GA 142","CGK3","CGK3 - BTJ (Domestic)","114","36","150","14.820.000"
"22","2017-03-01","GA 146","CGK3","CGK3 - BTJ (Domestic)","82","62","144","10.660.000"
"23","2017-03-01","GA 140","CGK3","CGK3 - BTJ (Domestic)","108","1","109","14.040.000"
"24","2017-03-01","GA 130","CGK3","CGK3 - DJB (Domestic)","80","0","80","10.400.000"
"25","2017-03-01","GA 134","CGK3","CGK3 - DJB (Domestic)","106","4","110","13.780.000"
"26","2017-03-01","GA 132","CGK3","CGK3 - DJB (Domestic)","92","3","95","11.960.000"
"27","2017-03-01","GA 128","CGK3","CGK3 - DJB (Domestic)","93","39","132","12.090.000"
"28","2017-03-01","GA 126","CGK3","CGK3 - DJB (Domestic)","104","3","107","13.520.000"
"29","2017-03-01","GA 656","CGK3","CGK3 - DJJ (Domestic)","85","10","95","11.050.000"
"30","2017-03-01","GA 408","CGK3","CGK3 - DPS (Domestic)","126","18","144","16.380.000"
"31","2017-03-01","GA 410","CGK3","CGK3 - DPS (Domestic)","252","23","275","32.760.000"
"32","2017-03-01","GA 412","CGK3","CGK3 - DPS (Domestic)","209","4","213","23.010.000"
"33","2017-03-01","GA 404","CGK3","CGK3 - DPS (Domestic)","156","3","159","20.280.000"
"34","2017-03-01","GA 414","CGK3","CGK3 - DPS (Domestic)","112","15","127","14.560.000"
"35","2017-03-01","GA 418","CGK3","CGK3 - DPS (Domestic)","167","4","171","19.890.000"
"36","2017-03-01","GA 402","CGK3","CGK3 - DPS (Domestic)","226","5","231","29.380.000"
"37","2017-03-01","GA 420","CGK3","CGK3 - DPS (Domestic)","138","6","144","17.940.000"
"38","2017-03-01","GA 422","CGK3","CGK3 - DPS (Domestic)","195","20","215","25.350.000"
"39","2017-03-01","GA 438","CGK3","CGK3 - DPS (Domestic)","156","1","157","20.280.000"
