"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-24","GA 270","KNO","KNO - BTH (Domestic)","68","2","70","5.100.000"
"2","2017-03-24","GA 121","KNO","KNO - CGK (Domestic)","154","2","156","11.550.000"
"3","2017-03-24","GA 197","KNO","KNO - CGK (Domestic)","136","3","139","10.200.000"
"4","2017-03-24","GA 195","KNO","KNO - CGK (Domestic)","135","4","139","10.125.000"
"5","2017-03-24","GA 193","KNO","KNO - CGK (Domestic)","118","35","153","8.850.000"
"6","2017-03-24","GA 191","KNO","KNO - CGK (Domestic)","156","1","157","11.700.000"
"7","2017-03-24","GA 189","KNO","KNO - CGK (Domestic)","158","0","158","11.850.000"
"8","2017-03-24","GA 187","KNO","KNO - CGK (Domestic)","155","1","156","11.625.000"
"9","2017-03-24","GA 185","KNO","KNO - CGK (Domestic)","139","8","147","10.425.000"
"10","2017-03-24","GA 183","KNO","KNO - CGK (Domestic)","144","1","145","10.800.000"
"11","2017-03-24","GA 181","KNO","KNO - CGK (Domestic)","105","0","105","7.875.000"
"12","2017-03-24","GA 123","KNO","KNO - CGK (Domestic)","150","0","150","11.250.000"
"13","2017-03-24","GA 7116","KNO","KNO - GNS (Domestic)","41","2","43","3.075.000"
"14","2017-03-24","GA 7124","KNO","KNO - LSW (Domestic)","31","15","46","2.325.000"
"15","2017-03-24","GA 266","KNO","KNO - PLM (Domestic)","82","0","82","6.150.000"
"16","2017-03-24","GA 7112","KNO","KNO - SBG (Domestic)","25","33","58","1.875.000"
"Total"," "," "," "," ","1.797","107","1.904","134.775.000"
