"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-04","GA 270","KNO","KNO - BTH (Domestic)","78","0","78","5.850.000"
"2","2017-03-04","GA 121","KNO","KNO - CGK (Domestic)","123","22","145","9.225.000"
"3","2017-03-04","GA 197","KNO","KNO - CGK (Domestic)","143","2","145","10.725.000"
"4","2017-03-04","GA 195","KNO","KNO - CGK (Domestic)","60","0","60","4.500.000"
"5","2017-03-04","GA 193","KNO","KNO - CGK (Domestic)","115","6","121","8.625.000"
"6","2017-03-04","GA 191","KNO","KNO - CGK (Domestic)","91","1","92","6.825.000"
"7","2017-03-04","GA 189","KNO","KNO - CGK (Domestic)","140","21","161","10.500.000"
"8","2017-03-04","GA 187","KNO","KNO - CGK (Domestic)","128","4","132","9.600.000"
"9","2017-03-04","GA 123","KNO","KNO - CGK (Domestic)","117","0","117","8.775.000"
"10","2017-03-04","GA 181","KNO","KNO - CGK (Domestic)","116","0","116","8.700.000"
"11","2017-03-04","GA 183","KNO","KNO - CGK (Domestic)","137","0","137","10.275.000"
"12","2017-03-04","GA 185","KNO","KNO - CGK (Domestic)","103","11","114","7.725.000"
"13","2017-03-04","GA 7136","KNO","KNO - DTB (Domestic)","27","6","33","2.025.000"
"14","2017-03-04","GA 7134","KNO","KNO - FLZ (Domestic)","56","1","57","4.200.000"
"15","2017-03-04","GA 7116","KNO","KNO - GNS (Domestic)","57","2","59","4.275.000"
"16","2017-03-04","GA 7118","KNO","KNO - GNS (Domestic)","31","30","61","2.325.000"
"17","2017-03-04","GA 7124","KNO","KNO - LSW (Domestic)","25","30","55","1.875.000"
"18","2017-03-04","GA 266","KNO","KNO - PLM (Domestic)","95","1","96","7.125.000"
"Total"," "," "," "," ","1.642","137","1.779","123.150.000"
