"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-03,"GA 501","PNK-CGK","68 ",2,70
2017-03-03,"GA 515","PNK-CGK","83 ",12,95
2017-03-03,"GA 513","PNK-CGK","82 ",20,102
2017-03-03,"GA 511","PNK-CGK","68 ",8,76
2017-03-03,"GA 507","PNK-CGK","76 ",12,88
2017-03-03,"GA 505","PNK-CGK","81 ",1,82
2017-03-03,"GA 503","PNK-CGK","95 ",0,95
2017-03-03,"GA 7532","PNK-KTG","53 ",3,56
2017-03-03,"GA 7523","PNK-PKY","19 ",0,19
2017-03-03,"GA 7524","PNK-PSU","26 ",7,33
2017-03-03,"GA 7534","PNK-SQG","38 ",5,43
