"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-08","GA 648","CGK3","CGK3 - ? (Domestic)","112","49","161","14.560.000"
"2","2017-03-08","GA 646","CGK3","CGK3 - AMQ (Domestic)","96","4","100","12.480.000"
"3","2017-03-08","GA 536","CGK3","CGK3 - BDJ (Domestic)","138","10","148","17.940.000"
"4","2017-03-08","GA 538","CGK3","CGK3 - BDJ (Domestic)","55","1","56","7.150.000"
"5","2017-03-08","GA 530","CGK3","CGK3 - BDJ (Domestic)","141","0","141","18.330.000"
"6","2017-03-08","GA 532","CGK3","CGK3 - BDJ (Domestic)","146","9","155","18.980.000"
"7","2017-03-08","GA 534","CGK3","CGK3 - BDJ (Domestic)","155","0","155","20.150.000"
"8","2017-03-08","GA 528","CGK3","CGK3 - BDJ (Domestic)","125","28","153","16.250.000"
"9","2017-03-08","GA 298","CGK3","CGK3 - BKS (Domestic)","96","45","141","12.480.000"
"10","2017-03-08","GA 296","CGK3","CGK3 - BKS (Domestic)","136","1","137","17.680.000"
"11","2017-03-08","GA 566","CGK3","CGK3 - BPN (Domestic)","103","11","114","13.390.000"
"12","2017-03-08","GA 568","CGK3","CGK3 - BPN (Domestic)","141","13","154","18.330.000"
"13","2017-03-08","GA 572","CGK3","CGK3 - BPN (Domestic)","150","13","163","19.500.000"
"14","2017-03-08","GA 562","CGK3","CGK3 - BPN (Domestic)","123","0","123","15.990.000"
"15","2017-03-08","GA 570","CGK3","CGK3 - BPN (Domestic)","101","21","122","13.130.000"
"16","2017-03-08","GA 560","CGK3","CGK3 - BPN (Domestic)","103","2","105","13.390.000"
"17","2017-03-08","GA 564","CGK3","CGK3 - BPN (Domestic)","160","13","173","20.800.000"
"18","2017-03-08","GA 576","CGK3","CGK3 - BPN (Domestic)","124","25","149","16.120.000"
"19","2017-03-08","GA 150","CGK3","CGK3 - BTH (Domestic)","148","0","148","19.240.000"
"20","2017-03-08","GA 152","CGK3","CGK3 - BTH (Domestic)","127","20","147","16.510.000"
"21","2017-03-08","GA 154","CGK3","CGK3 - BTH (Domestic)","108","37","145","14.040.000"
"22","2017-03-08","GA 158","CGK3","CGK3 - BTH (Domestic)","82","20","102","10.660.000"
"23","2017-03-08","GA 156","CGK3","CGK3 - BTH (Domestic)","90","24","114","11.700.000"
"24","2017-03-08","GA 142","CGK3","CGK3 - BTJ (Domestic)","110","10","120","14.300.000"
"25","2017-03-08","GA 146","CGK3","CGK3 - BTJ (Domestic)","104","28","132","13.520.000"
"26","2017-03-08","GA 140","CGK3","CGK3 - BTJ (Domestic)","123","2","125","15.990.000"
"27","2017-03-08","GA 128","CGK3","CGK3 - DJB (Domestic)","93","13","106","12.090.000"
"28","2017-03-08","GA 126","CGK3","CGK3 - DJB (Domestic)","104","9","113","13.520.000"
"29","2017-03-08","GA 130","CGK3","CGK3 - DJB (Domestic)","76","0","76","9.880.000"
"30","2017-03-08","GA 132","CGK3","CGK3 - DJB (Domestic)","88","11","99","11.440.000"
"31","2017-03-08","GA 134","CGK3","CGK3 - DJB (Domestic)","94","6","100","12.220.000"
"32","2017-03-08","GA 656","CGK3","CGK3 - DJJ (Domestic)","114","19","133","14.820.000"
"33","2017-03-08","GA 420","CGK3","CGK3 - DPS (Domestic)","109","10","119","14.170.000"
"34","2017-03-08","GA 652","CGK3","CGK3 - DPS (Domestic)","125","10","135","16.250.000"
"35","2017-03-08","GA 414","CGK3","CGK3 - DPS (Domestic)","85","29","114","11.050.000"
"36","2017-03-08","GA 418","CGK3","CGK3 - DPS (Domestic)","110","3","113","14.300.000"
"37","2017-03-08","GA 4264","CGK3","CGK3 - DPS (Domestic)","165","10","175","21.450.000"
"38","2017-03-08","GA 426","CGK3","CGK3 - DPS (Domestic)","139","4","143","18.070.000"
"39","2017-03-08","GA 422","CGK3","CGK3 - DPS (Domestic)","218","13","231","28.340.000"
"40","2017-03-08","GA 412","CGK3","CGK3 - DPS (Domestic)","174","15","189","22.620.000"
"41","2017-03-08","GA 410","CGK3","CGK3 - DPS (Domestic)","170","63","233","22.100.000"
"42","2017-03-08","GA 408","CGK3","CGK3 - DPS (Domestic)","143","14","157","120.000"
"43","2017-03-08","GA 404","CGK3","CGK3 - DPS (Domestic)","153","4","157","19.890.000"
"44","2017-03-08","GA 402","CGK3","CGK3 - DPS (Domestic)","154","23","177","20.020.000"
"45","2017-03-08","GA 400","CGK3","CGK3 - DPS (Domestic)","120","2","122","15.340.000"
"46","2017-03-08","GA 438","CGK3","CGK3 - DPS (Domestic)","116","2","118","15.080.000"
