"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-14,"GA 7132","PLM-BKS
(Domestic)","60 ",1,61
2017-04-14,"GA 119","PLM-CGK
(Domestic)","45 ",0,45
2017-04-14,"GA 117","PLM-CGK
(Domestic)","67 ",0,67
2017-04-14,"GA 115","PLM-CGK
(Domestic)","94 ",2,96
2017-04-14,"GA 113","PLM-CGK
(Domestic)","116 ",1,117
2017-04-14,"GA 111","PLM-CGK
(Domestic)","112 ",2,114
2017-04-14,"GA 109","PLM-CGK
(Domestic)","103 ",1,104
2017-04-14,"GA 107","PLM-CGK
(Domestic)","142 ",1,143
2017-04-14,"GA 105","PLM-CGK
(Domestic)","121 ",3,124
2017-04-14,"GA 103","PLM-CGK
(Domestic)","143 ",2,145
2017-04-14,"GA 101","PLM-CGK
(Domestic)","133 ",2,135
2017-04-14,"GA 7114","PLM-DJB
(Domestic)","65 ",2,67
2017-04-14,"GA 266","PLM-DPS
(Domestic)","63 ",34,97
2017-04-14,"GA 7126","PLM-PGK
(Domestic)","66 ",4,70
2017-04-14,"GA 7128","PLM-TKG
(Domestic)","54 ",1,55
