"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-20","GA 648","CGK3","CGK3 - ? (Domestic)","127","7","134","16.510.000"
"2","2017-03-20","GA 646","CGK3","CGK3 - AMQ (Domestic)","100","5","105","13.000.000"
"3","2017-03-20","GA 528","CGK3","CGK3 - BDJ (Domestic)","77","11","88","10.010.000"
"4","2017-03-20","GA 530","CGK3","CGK3 - BDJ (Domestic)","137","6","143","17.810.000"
"5","2017-03-20","GA 538","CGK3","CGK3 - BDJ (Domestic)","44","5","49","5.720.000"
"6","2017-03-20","GA 532","CGK3","CGK3 - BDJ (Domestic)","106","8","114","13.780.000"
"7","2017-03-20","GA 534","CGK3","CGK3 - BDJ (Domestic)","56","6","62","7.280.000"
"8","2017-03-20","GA 536","CGK3","CGK3 - BDJ (Domestic)","54","6","60","7.020.000"
"9","2017-03-20","GA 296","CGK3","CGK3 - BKS (Domestic)","80","0","80","10.400.000"
"10","2017-03-20","GA 298","CGK3","CGK3 - BKS (Domestic)","83","21","104","10.790.000"
"11","2017-03-20","GA 560","CGK3","CGK3 - BPN (Domestic)","117","0","117","15.210.000"
"12","2017-03-20","GA 570","CGK3","CGK3 - BPN (Domestic)","81","14","95","10.530.000"
"13","2017-03-20","GA 562","CGK3","CGK3 - BPN (Domestic)","182","1","183","23.660.000"
"14","2017-03-20","GA 576","CGK3","CGK3 - BPN (Domestic)","91","19","110","11.830.000"
"15","2017-03-20","GA 572","CGK3","CGK3 - BPN (Domestic)","120","16","136","15.600.000"
"16","2017-03-20","GA 568","CGK3","CGK3 - BPN (Domestic)","76","15","91","9.880.000"
"17","2017-03-20","GA 566","CGK3","CGK3 - BPN (Domestic)","79","5","84","10.270.000"
"18","2017-03-20","GA 564","CGK3","CGK3 - BPN (Domestic)","162","4","166","21.060.000"
"19","2017-03-20","GA 150","CGK3","CGK3 - BTH (Domestic)","140","1","141","18.200.000"
"20","2017-03-20","GA 152","CGK3","CGK3 - BTH (Domestic)","129","13","142","16.770.000"
"21","2017-03-20","GA 158","CGK3","CGK3 - BTH (Domestic)","89","20","109","11.570.000"
"22","2017-03-20","GA 154","CGK3","CGK3 - BTH (Domestic)","82","19","101","10.660.000"
"23","2017-03-20","GA 156","CGK3","CGK3 - BTH (Domestic)","75","21","96","9.750.000"
"24","2017-03-20","GA 142","CGK3","CGK3 - BTJ (Domestic)","86","9","95","11.180.000"
"25","2017-03-20","GA 146","CGK3","CGK3 - BTJ (Domestic)","65","57","122","8.450.000"
"26","2017-03-20","GA 140","CGK3","CGK3 - BTJ (Domestic)","105","1","106","13.650.000"
"27","2017-03-20","GA 126","CGK3","CGK3 - DJB (Domestic)","93","12","105","12.090.000"
"28","2017-03-20","GA 128","CGK3","CGK3 - DJB (Domestic)","60","13","73","7.800.000"
"29","2017-03-20","GA 134","CGK3","CGK3 - DJB (Domestic)","84","26","110","10.920.000"
"30","2017-03-20","GA 130","CGK3","CGK3 - DJB (Domestic)","121","3","124","15.730.000"
"31","2017-03-20","GA 132","CGK3","CGK3 - DJB (Domestic)","66","20","86","8.580.000"
"32","2017-03-20","GA 656","CGK3","CGK3 - DJJ (Domestic)","106","10","116","13.780.000"
"33","2017-03-20","GA 652","CGK3","CGK3 - DPS (Domestic)","109","22","131","14.170.000"
"34","2017-03-20","GA 438","CGK3","CGK3 - DPS (Domestic)","155","0","155","20.150.000"
"35","2017-03-20","GA 418","CGK3","CGK3 - DPS (Domestic)","186","8","194","22.100.000"
"36","2017-03-20","GA 420","CGK3","CGK3 - DPS (Domestic)","86","20","106","11.180.000"
"37","2017-03-20","GA 426","CGK3","CGK3 - DPS (Domestic)","160","4","164","20.800.000"
"38","2017-03-20","GA 424","CGK3","CGK3 - DPS (Domestic)","129","8","137","15.860.000"
"39","2017-03-20","GA 422","CGK3","CGK3 - DPS (Domestic)","170","24","194","22.100.000"
"40","2017-03-20","GA 414","CGK3","CGK3 - DPS (Domestic)","82","37","119","10.660.000"
"41","2017-03-20","GA 410","CGK3","CGK3 - DPS (Domestic)","138","21","159","17.810.000"
"42","2017-03-20","GA 404","CGK3","CGK3 - DPS (Domestic)","117","10","127","15.210.000"
"43","2017-03-20","GA 402","CGK3","CGK3 - DPS (Domestic)","200","2","202","180.000"
"44","2017-03-20","GA 400","CGK3","CGK3 - DPS (Domestic)","109","1","110","13.650.000"
"45","2017-03-20","GA 408","CGK3","CGK3 - DPS (Domestic)","109","17","126","14.170.000"
"46","2017-03-20","GA 262","CGK3","CGK3 - FLZ (Domestic)","64","1","65","8.320.000"
"47","2017-03-20","GA 208","CGK3","CGK3 - JOG (Domestic)","73","40","113","9.490.000"
"48","2017-03-20","GA 216","CGK3","CGK3 - JOG (Domestic)","129","12","141","16.770.000"
"49","2017-03-20","GA 218","CGK3","CGK3 - JOG (Domestic)","99","19","118","12.870.000"
"50","2017-03-20","GA 214","CGK3","CGK3 - JOG (Domestic)","152","5","157","19.760.000"
"51","2017-03-20","GA 212","CGK3","CGK3 - JOG (Domestic)","66","55","121","8.580.000"
"52","2017-03-20","GA 210","CGK3","CGK3 - JOG (Domestic)","104","23","127","13.520.000"
"53","2017-03-20","GA 206","CGK3","CGK3 - JOG (Domestic)","107","16","123","13.910.000"
"54","2017-03-20","GA 204","CGK3","CGK3 - JOG (Domestic)","112","5","117","14.560.000"
"55","2017-03-20","GA 202","CGK3","CGK3 - JOG (Domestic)","99","1","100","12.870.000"
"56","2017-03-20","GA 190","CGK3","CGK3 - KNO (Domestic)","125","3","128","16.250.000"
"57","2017-03-20","GA 192","CGK3","CGK3 - KNO (Domestic)","111","37","148","14.430.000"
"58","2017-03-20","GA 180","CGK3","CGK3 - KNO (Domestic)","150","0","150","19.500.000"
"59","2017-03-20","GA 122","CGK3","CGK3 - KNO (Domestic)","73","23","96","9.490.000"
"60","2017-03-20","GA 118","CGK3","CGK3 - KNO (Domestic)","106","23","129","13.780.000"
"61","2017-03-20","GA 194","CGK3","CGK3 - KNO (Domestic)","153","0","153","19.890.000"
"62","2017-03-20","GA 182","CGK3","CGK3 - KNO (Domestic)","149","1","150","19.370.000"
"63","2017-03-20","GA 184","CGK3","CGK3 - KNO (Domestic)","111","13","124","180.000"
"64","2017-03-20","GA 196","CGK3","CGK3 - KNO (Domestic)","83","8","91","10.790.000"
"65","2017-03-20","GA 188","CGK3","CGK3 - KNO (Domestic)","97","17","114","12.610.000"
"66","2017-03-20","GA 186","CGK3","CGK3 - KNO (Domestic)","95","9","104","12.350.000"
"67","2017-03-20","GA 456","CGK3","CGK3 - KOE (Domestic)","89","4","93","11.570.000"
"68","2017-03-20","GA 452","CGK3","CGK3 - LBJ (Domestic)","37","4","41","4.810.000"
"69","2017-03-20","GA 432","CGK3","CGK3 - LOP (Domestic)","49","5","54","6.370.000"
"70","2017-03-20","GA 440","CGK3","CGK3 - LOP (Domestic)","53","22","75","6.630.000"
"71","2017-03-20","GA 434","CGK3","CGK3 - LOP (Domestic)","112","0","112","14.560.000"
"72","2017-03-20","GA 430","CGK3","CGK3 - LOP (Domestic)","96","16","112","12.480.000"
"73","2017-03-20","GA 600","CGK3","CGK3 - MDC (Domestic)","75","6","81","9.750.000"
"74","2017-03-20","GA 626","CGK3","CGK3 - MDC (Domestic)","59","19","78","7.670.000"
"75","2017-03-20","GA 602","CGK3","CGK3 - MDC (Domestic)","110","2","112","14.300.000"
"76","2017-03-20","GA 606","CGK3","CGK3 - MDC (Domestic)","80","6","86","10.400.000"
"77","2017-03-20","GA 292","CGK3","CGK3 - MLG (Domestic)","119","22","141","15.470.000"
"78","2017-03-20","GA 290","CGK3","CGK3 - MLG (Domestic)","120","0","120","15.600.000"
"79","2017-03-20","GA 164","CGK3","CGK3 - PDG (Domestic)","69","11","80","8.970.000"
"80","2017-03-20","GA 162","CGK3","CGK3 - PDG (Domestic)","72","8","80","9.360.000"
"81","2017-03-20","GA 168","CGK3","CGK3 - PDG (Domestic)","57","13","70","7.410.000"
"82","2017-03-20","GA 148","CGK3","CGK3 - PDG (Domestic)","65","11","76","8.450.000"
"83","2017-03-20","GA 160","CGK3","CGK3 - PDG (Domestic)","129","0","129","16.770.000"
"84","2017-03-20","GA 166","CGK3","CGK3 - PDG (Domestic)","121","8","129","15.730.000"
"85","2017-03-20","GA 124","CGK3","CGK3 - PDG (Domestic)","91","10","101","11.830.000"
"86","2017-03-20","GA 138","CGK3","CGK3 - PGK (Domestic)","57","12","69","7.410.000"
"87","2017-03-20","GA 136","CGK3","CGK3 - PGK (Domestic)","107","7","114","13.910.000"
"88","2017-03-20","GA 176","CGK3","CGK3 - PKU (Domestic)","68","22","90","8.840.000"
"89","2017-03-20","GA 178","CGK3","CGK3 - PKU (Domestic)","137","10","147","17.810.000"
"90","2017-03-20","GA 144","CGK3","CGK3 - PKU (Domestic)","67","10","77","8.710.000"
"91","2017-03-20","GA 174","CGK3","CGK3 - PKU (Domestic)","119","9","128","15.470.000"
"92","2017-03-20","GA 198","CGK3","CGK3 - PKU (Domestic)","73","14","87","9.490.000"
"93","2017-03-20","GA 172","CGK3","CGK3 - PKU (Domestic)","94","12","106","12.220.000"
"94","2017-03-20","GA 170","CGK3","CGK3 - PKU (Domestic)","145","0","145","18.850.000"
"95","2017-03-20","GA 550","CGK3","CGK3 - PKY (Domestic)","137","1","138","17.810.000"
"96","2017-03-20","GA 552","CGK3","CGK3 - PKY (Domestic)","94","25","119","12.220.000"
"97","2017-03-20","GA 108","CGK3","CGK3 - PLM (Domestic)","81","12","93","10.530.000"
"98","2017-03-20","GA 104","CGK3","CGK3 - PLM (Domestic)","126","21","147","16.380.000"
"99","2017-03-20","GA 106","CGK3","CGK3 - PLM (Domestic)","71","14","85","9.230.000"
"100","2017-03-20","GA 102","CGK3","CGK3 - PLM (Domestic)","154","1","155","20.020.000"
"101","2017-03-20","GA 110","CGK3","CGK3 - PLM (Domestic)","104","19","123","13.520.000"
"102","2017-03-20","GA 112","CGK3","CGK3 - PLM (Domestic)","90","15","105","11.700.000"
"103","2017-03-20","GA 114","CGK3","CGK3 - PLM (Domestic)","52","24","76","6.760.000"
"104","2017-03-20","GA 100","CGK3","CGK3 - PLM (Domestic)","146","0","146","18.980.000"
"105","2017-03-20","GA 116","CGK3","CGK3 - PLM (Domestic)","64","18","82","8.320.000"
"106","2017-03-20","GA 120","CGK3","CGK3 - PLM (Domestic)","77","18","95","10.010.000"
"107","2017-03-20","GA 622","CGK3","CGK3 - PLW (Domestic)","78","9","87","10.140.000"
