"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-21","GA 270","KNO","KNO - BTH (Domestic)","65","3","68","4.875.000"
"2","2017-02-21","GA 123","KNO","KNO - CGK (Domestic)","134","0","134","10.050.000"
"3","2017-02-21","GA 197","KNO","KNO - CGK (Domestic)","149","1","150","11.175.000"
"4","2017-02-21","GA 193","KNO","KNO - CGK (Domestic)","156","1","157","11.700.000"
"5","2017-02-21","GA 191","KNO","KNO - CGK (Domestic)","151","5","156","11.325.000"
"6","2017-02-21","GA 189","KNO","KNO - CGK (Domestic)","138","24","162","10.350.000"
"7","2017-02-21","GA 187","KNO","KNO - CGK (Domestic)","144","1","145","10.800.000"
"8","2017-02-21","GA 185","KNO","KNO - CGK (Domestic)","144","16","160","10.800.000"
"9","2017-02-21","GA 183","KNO","KNO - CGK (Domestic)","148","0","148","11.100.000"
"10","2017-02-21","GA 181","KNO","KNO - CGK (Domestic)","112","3","115","8.400.000"
"11","2017-02-21","GA 7134","KNO","KNO - FLZ (Domestic)","57","12","69","4.275.000"
"12","2017-02-21","GA 7118","KNO","KNO - GNS (Domestic)","62","6","68","4.650.000"
"13","2017-02-21","GA 7116","KNO","KNO - GNS (Domestic)","41","1","42","3.075.000"
"14","2017-02-21","GA 7124","KNO","KNO - LSW (Domestic)","17","51","68","1.275.000"
"15","2017-02-21","GA 266","KNO","KNO - PLM (Domestic)","86","1","87","6.450.000"
"16","2017-02-21","GA 850","KNO","KNO - SIN (International)","35","0","35","7.000.000"
"Total"," "," "," "," ","1.639","125","1.764","127.300.000"
