"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-06,"GA 7132","PLM-BKS
(Domestic)","46 ",0,46
2017-04-06,"GA 101","PLM-CGK
(Domestic)","106 ",0,106
2017-04-06,"GA 119","PLM-CGK
(Domestic)","140 ",0,140
2017-04-06,"GA 117","PLM-CGK
(Domestic)","151 ",0,151
2017-04-06,"GA 115","PLM-CGK
(Domestic)","154 ",2,156
2017-04-06,"GA 113","PLM-CGK
(Domestic)","151 ",1,152
2017-04-06,"GA 111","PLM-CGK
(Domestic)","127 ",1,128
2017-04-06,"GA 109","PLM-CGK
(Domestic)","133 ",2,135
2017-04-06,"GA 107","PLM-CGK
(Domestic)","158 ",0,158
2017-04-06,"GA 103","PLM-CGK
(Domestic)","99 ",1,100
2017-04-06,"GA 7114","PLM-DJB
(Domestic)","40 ",0,40
2017-04-06,"GA 266","PLM-DPS
(Domestic)","50 ",33,83
2017-04-06,"GA 267","PLM-KNO
(Domestic)","40 ",6,46
2017-04-06,"GA 7126","PLM-PGK
(Domestic)","38 ",3,41
2017-04-06,"GA 7128","PLM-TKG
(Domestic)","68 ",0,68
2017-04-06,"MI 163","PLM-SIN
(International)","119 ",3,122
