"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-01-01,"GA 646",CGK3-AM,"62 ",0,62
2017-01-01,"GA 528",CGK3-BD,"75 ",15,90
2017-01-01,"GA 530",CGK3-BD,"29 ",0,29
2017-01-01,"GA 532",CGK3-BD,"84 ",7,91
2017-01-01,"GA 536",CGK3-BD,"115 ",14,129
2017-01-01,"GA 538",CGK3-BD,"79 ",5,84
2017-01-01,"GA 296",CGK3-BK,"32 ",1,33
2017-01-01,"GA 568",CGK3-BP,"75 ",14,89
2017-01-01,"GA 562",CGK3-BP,"41 ",0,41
2017-01-01,"GA 576",CGK3-BP,"85 ",16,101
2017-01-01,"GA 572",CGK3-BP,"75 ",17,92
2017-01-01,"GA 566",CGK3-BP,"94 ",18,112
2017-01-01,"GA 564",CGK3-BP,"101 ",21,122
2017-01-01,"GA 150",CGK3-BT,"41 ",0,41
2017-01-01,"GA 152",CGK3-BT,"68 ",10,78
2017-01-01,"GA 158",CGK3-BT,"57 ",7,64
2017-01-01,"GA 154",CGK3-BT,"59 ",4,63
2017-01-01,"GA 156",CGK3-BT,"64 ",1,65
2017-01-01,"GA 146",CGK3-BT,"126 ",24,150
2017-01-01,"GA 142",CGK3-BT,"84 ",7,91
2017-01-01,"GA 136",CGK3-DJ,"71 ",7,78
2017-01-01,"GA 128",CGK3-DJ,"104 ",8,112
2017-01-01,"GA 126",CGK3-DJ,"102 ",18,120
2017-01-01,"GA 132",CGK3-DJ,"79 ",22,101
2017-01-01,"GA 134",CGK3-DJ,"93 ",15,108
2017-01-01,"GA 656",CGK3-DJ,"53 ",17,70
2017-01-01,"GA 400",CGK3-DP,"128 ",3,131
2017-01-01,"GA 404",CGK3-DP,"126 ",6,132
2017-01-01,"GA 652",CGK3-DP,"70 ",8,78
2017-01-01,"GA 438",CGK3-DP,"125 ",1,126
2017-01-01,"GA 412",CGK3-DP,"133 ",1,134
2017-01-01,"GA 426",CGK3-DP,"85 ",15,100
2017-01-01,"GA 424",CGK3-DP,"51 ",2,53
2017-01-01,"GA 422",CGK3-DP,"142 ",22,164
2017-01-01,"GA 420",CGK3-DP,"78 ",2,80
2017-01-01,"GA 414",CGK3-DP,"68 ",1,69
2017-01-01,"GA 410",CGK3-DP,"107 ",6,113
2017-01-01,"GA 408",CGK3-DP,"117 ",12,129
2017-01-01,"GA 402",CGK3-DP,"183 ",11,194
2017-01-01,"GA 418",CGK3-DP,"100 ",3,103
