"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-08,"GA 125","PDG-CGK","133 ",1,134
2017-03-08,"GA 149","PDG-CGK","136 ",0,136
2017-03-08,"GA 161","PDG-CGK","86 ",0,86
2017-03-08,"GA 163","PDG-CGK","137 ",1,138
2017-03-08,"GA 165","PDG-CGK","135 ",0,135
2017-03-08,"GA 169","PDG-CGK","89 ",0,89
