"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-28,"GA 648","CGK3-?
(Domestic)","68 ",5,73
2017-04-28,"GA 646","CGK3-AMQ
(Domestic)","58 ",5,63
2017-04-28,"GA 530","CGK3-BDJ
(Domestic)","100 ",5,105
2017-04-28,"GA 532","CGK3-BDJ
(Domestic)","87 ",37,124
2017-04-28,"GA 534","CGK3-BDJ
(Domestic)","112 ",15,127
2017-04-28,"GA 528","CGK3-BDJ
(Domestic)","112 ",5,117
2017-04-28,"GA 536","CGK3-BDJ
(Domestic)","99 ",6,105
2017-04-28,"GA 538","CGK3-BDJ
(Domestic)","111 ",12,123
2017-04-28,"GA 298","CGK3-BKS
(Domestic)","74 ",23,97
2017-04-28,"GA 296","CGK3-BKS
(Domestic)","68 ",2,70
2017-04-28,"GA 566","CGK3-BPN
(Domestic)","73 ",5,78
2017-04-28,"GA 560","CGK3-BPN
(Domestic)","110 ",0,110
2017-04-28,"GA 564","CGK3-BPN
(Domestic)","99 ",6,105
2017-04-28,"GA 568","CGK3-BPN
(Domestic)","117 ",10,127
2017-04-28,"GA 570","CGK3-BPN
(Domestic)","99 ",4,103
2017-04-28,"GA 576","CGK3-BPN
(Domestic)","117 ",11,128
2017-04-28,"GA 572","CGK3-BPN
(Domestic)","113 ",20,133
2017-04-28,"GA 150","CGK3-BTH
(Domestic)","97 ",0,97
2017-04-28,"GA 156","CGK3-BTH
(Domestic)","66 ",25,91
2017-04-28,"GA 152","CGK3-BTH
(Domestic)","85 ",12,97
2017-04-28,"GA 154","CGK3-BTH
(Domestic)","93 ",2,95
2017-04-28,"GA 158","CGK3-BTH
(Domestic)","112 ",9,121
2017-04-28,"GA 146","CGK3-BTJ
(Domestic)","96 ",13,109
2017-04-28,"GA 142","CGK3-BTJ
(Domestic)","86 ",23,109
2017-04-28,"GA 140","CGK3-BTJ
(Domestic)","85 ",7,92
2017-04-28,"GA 128","CGK3-DJB
(Domestic)","93 ",19,112
2017-04-28,"GA 132","CGK3-DJB
(Domestic)","94 ",3,97
2017-04-28,"GA 130","CGK3-DJB
(Domestic)","68 ",3,71
2017-04-28,"GA 134","CGK3-DJB
(Domestic)","112 ",23,135
2017-04-28,"GA 126","CGK3-DJB
(Domestic)","70 ",13,83
2017-04-28,"GA 656","CGK3-DJJ
(Domestic)","134 ",11,145
2017-04-28,"GA 652","CGK3-DPS
(Domestic)","138 ",14,152
2017-04-28,"GA 410","CGK3-DPS
(Domestic)","366 ",21,387
2017-04-28,"GA 418","CGK3-DPS
(Domestic)","248 ",0,248
2017-04-28,"GA 420","CGK3-DPS
(Domestic)","155 ",8,163
2017-04-28,"GA 426","CGK3-DPS
(Domestic)","226 ",22,248
2017-04-28,"GA 424","CGK3-DPS
(Domestic)","157 ",3,160
2017-04-28,"GA 422","CGK3-DPS
(Domestic)","185 ",34,219
2017-04-28,"GA 414","CGK3-DPS
(Domestic)","157 ",3,160
2017-04-28,"GA 412","CGK3-DPS
(Domestic)","281 ",23,304
2017-04-28,"GA 408","CGK3-DPS
(Domestic)","162 ",1,163
2017-04-28,"GA 404","CGK3-DPS
(Domestic)","155 ",10,165
2017-04-28,"GA 402","CGK3-DPS
(Domestic)","283 ",9,292
2017-04-28,"GA 400","CGK3-DPS
(Domestic)","158 ",2,160
2017-04-28,"GA 438","CGK3-DPS
(Domestic)","158 ",3,161
2017-04-28,"GA 268","CGK3-DTB
(Domestic)","89 ",4,93
2017-04-28,"GA 1440","CGK3-DUM
(Domestic)","21 ",0,21
2017-04-28,"GA 208","CGK3-JOG
(Domestic)","129 ",26,155
2017-04-28,"GA 216","CGK3-JOG
(Domestic)","150 ",12,162
2017-04-28,"GA 218","CGK3-JOG
(Domestic)","141 ",22,163
2017-04-28,"GA 214","CGK3-JOG
(Domestic)","148 ",12,160
2017-04-28,"GA 212","CGK3-JOG
(Domestic)","144 ",19,163
2017-04-28,"GA 210","CGK3-JOG
(Domestic)","140 ",20,160
2017-04-28,"GA 206","CGK3-JOG
(Domestic)","136 ",23,159
2017-04-28,"GA 204","CGK3-JOG
(Domestic)","159 ",2,161
