"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-18,"GA 334","BDO-DPS
(Domestic)","145 ",3,148
2017-03-18,"GA 372","BDO-SUB
(Domestic)","116 ",1,117
2017-03-18,"MI 191","BDO-SIN
(International)","135 ",3,138
