"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-07,"GA 137","PGK-CGK","158 ",1,159
2017-04-07,"GA 139","PGK-CGK","157 ",3,160
2017-04-07,"GA 7127","PGK-PLM","47 ",1,48
2017-04-07,"GA 7126","PGK-TJQ","64 ",2,66
