"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-02-06,"GA 270",KNO-BTH,"74 ",0,74
2017-02-06,"GA 121",KNO-CGK,"109 ",20,129
2017-02-06,"GA 197",KNO-CGK,"116 ",3,119
2017-02-06,"GA 195",KNO-CGK,"99 ",1,100
2017-02-06,"GA 193",KNO-CGK,"122 ",2,124
2017-02-06,"GA 191",KNO-CGK,"114 ",4,118
2017-02-06,"GA 189",KNO-CGK,"131 ",23,154
2017-02-06,"GA 187",KNO-CGK,"110 ",9,119
2017-02-06,"GA 123",KNO-CGK,"96 ",0,96
2017-02-06,"GA 181",KNO-CGK,"118 ",0,118
2017-02-06,"GA 183",KNO-CGK,"101 ",1,102
2017-02-06,"GA 185",KNO-CGK,"108 ",18,126
2017-02-06,"GA 7136",KNO-DTB,"20 ",28,48
2017-02-06,"GA 7134",KNO-FLZ,"46 ",9,55
2017-02-06,"GA 7116",KNO-GNS,"37 ",1,38
2017-02-06,"GA 7118",KNO-GNS,"49 ",13,62
2017-02-06,"GA 7124",KNO-LSW,"21 ",35,56
2017-02-06,"GA 266",KNO-PLM,"88 ",0,88
